CCC,Attack Surface
5.85293943,1
5.061145208,1
5.622290884,1
5.442629644,1
4.980371852,1
5.113492148,1
4.81379775,1
5.68459064,1
5.017272221,1
1.404007372,1
5.544226518,1
2.741039816,1
4.968792791,1
4.982916066,1
5.763832884,1
5.529229174,1
5.666002168,1
4.527437035,1
5.945631062,1
5.982726427,1
5.132702754,1
5.851004325,1
5.816077168,1
5.803486955,1
5.539250627,1
5.724990522,1
2.855829487,1
5.629475724,1
5.679207584,1
4.886211416,1
5.039424822,1
5.943427684,1
5.712993156,1
5.00020431,1
5.950273021,1
5.218504169,1
5.067593944,1
5.504211791,1
5.113453981,1
5.672925984,1
5.651924703,1
4.057101834,1
5.311058598,1
5.637205405,1
4.80856341,1
5.144868809,1
5.559954402,1
5.86223136,1
5.85927103,1
5.727477268,1
5.654895287,1
5.580929312,1
5.708339083,1
5.496344477,1
5.703479244,1
5.620813283,1
5.049702185,1
4.882912851,1
5.717166518,1
5.508206129,1
5.459444479,1
5.785969871,1
4.801413126,1
5.601435615,1
5.192909271,1
5.87180086,1
5.231851585,1
5.484538305,1
4.891435533,1
5.82364629,1
5.125155743,1
4.839957033,1
5.422782613,1
4.686787785,1
5.813542935,1
5.910073915,1
5.907147499,1
5.515017502,1
5.263309622,1
5.348763475,1
5.334302225,1
5.860255037,1
4.952089227,1
5.269799465,1
5.311302813,1
5.690175162,1
5.106303447,1
5.916569464,1
5.648650785,1
5.272778729,1
2.917111591,1
5.566651244,1
5.787240367,1
4.836969241,1
5.688191963,1
5.608091168,1
4.691797495,1
5.581342555,1
5.873157575,1
5.147772139,1
5.817611453,1
5.920542502,1
5.876712596,1
5.650544608,1
5.259899614,1
5.461792561,1
5.147690712,1
5.842681049,1
5.321502099,1
5.843606438,1
5.605197668,1
5.122441199,1
5.764770172,1
2.749238204,1
5.662156174,1
5.486671958,1
5.146190432,1
5.520074599,1
5.655737241,1
4.980660606,1
5.121402686,1
4.885849924,1
5.405734824,1
5.691103408,1
5.646511602,1
5.192479451,1
5.117649566,1
5.562108386,1
2.741058958,1
5.649819728,1
4.998952823,1
4.913620734,1
3.974293647,1
5.796081767,1
2.867503693,1
5.584973012,1
5.551758338,1
5.6029727,1
4.879947423,1
5.837122894,1
4.91227202,1
5.815659346,1
5.669409197,1
5.074041051,1
5.738770733,1
5.575922027,1
5.577330374,1
5.776058355,1
2.894933563,1
4.891481209,1
5.709369161,1
2.741067793,1
5.106863978,1
5.114254515,1
5.53968503,1
5.820552213,1
5.539652225,1
5.907441274,1
5.13031749,1
5.869729364,1
5.268613781,1
5.306271969,1
5.643074017,1
5.106914917,1
4.695553715,1
5.680273069,1
4.754903527,1
5.680182183,1
5.495930497,1
5.645150358,1
5.417525129,1
5.639368132,1
5.621133939,1
5.315021211,1
5.834018426,1
5.99242315,1
5.626690171,1
4.980588062,1
4.951509574,1
5.650544608,1
5.696972705,1
5.687384387,1
5.232776681,1
5.061145208,1
5.057162342,1
5.088148997,1
5.729408775,1
5.582196915,1
5.112942881,1
4.863293427,1
5.572616777,1
5.106914917,1
5.512346511,1
5.067613999,1
5.738400768,1
4.013141283,1
5.615824443,1
5.584833677,1
5.274768448,1
2.798298933,1
5.550149331,1
5.205175042,1
5.047938485,1
5.28026017,1
5.924963881,1
5.695996599,1
5.497125096,1
3.62353399,1
3.60366511,1
3.614742698,1
3.60411806,1
3.610103942,1
3.623535386,1
3.624074513,1
3.602373171,1
3.61796402,1
3.602630212,1
3.73741404,1
3.607707639,1
3.622095277,1
3.606024434,1
3.623992032,1
3.623718889,1
3.623334368,1
3.623948651,1
3.632702935,1
3.623960177,1
3.621971441,1
3.622035707,1
3.612882965,1
3.623985197,1
3.623766652,1
3.62374391,1
3.623066196,1
4.142591401,1
3.623707809,1
3.625044239,1
3.623250418,1
3.603536053,1
3.604453874,1
3.623471403,1
3.60251221,1
3.627194355,1
3.623940224,1
3.62329294,1
3.623593172,1
3.617578362,1
3.623656356,1
3.623499419,1
3.621037224,1
3.623452545,1
3.622744221,1
3.618044645,1
3.624189999,1
4.12279091,1
3.623684167,1
3.623234198,1
3.624472457,1
3.624246105,1
3.623823765,1
3.623321519,1
3.623584948,1
3.623481246,1
3.623399704,1
3.624832786,1
3.62337582,1
3.625232521,1
3.617641202,1
3.624122322,1
3.620990493,1
3.624625871,1
3.624042093,1
3.623830935,1
3.61533333,1
3.623591178,1
3.623529238,1
3.611523516,1
3.623176274,1
3.623279351,1
3.612493316,1
3.623200877,1
3.609761628,1
3.623642047,1
3.611143568,1
3.623936473,1
3.623813097,1
3.623479088,1
3.623142066,1
3.62248182,1
3.623534003,1
3.602804558,1
3.623524192,1
3.623723854,1
3.623718134,1
3.60243908,1
3.624654392,1
3.616932637,1
3.62358646,1
3.623844186,1
3.623833517,1
3.623537624,1
3.623905887,1
3.638845946,1
3.623283347,1
3.625010826,1
3.623626681,1
3.625832374,1
3.60857326,1
3.623646721,1
3.624661684,1
3.624035763,1
3.622601092,1
3.624960523,1
3.623677588,1
3.623908286,1
3.62383317,1
3.623423177,1
3.623625994,1
3.606879395,1
3.624000426,1
3.624013387,1
3.624439618,1
3.624011101,1
3.62440181,1
3.624048344,1
3.624135808,1
3.623231955,1
3.623788589,1
3.623331182,1
3.596485437,1
3.623281705,1
3.624334457,1
3.62386688,1
3.624039595,1
3.623504334,1
3.623984241,1
3.623896676,1
3.609892611,1
3.630879757,1
3.626038396,1
3.602722405,1
3.623428998,1
3.624001678,1
3.623970209,1
3.601993694,1
3.623951721,1
3.624258193,1
3.625617458,1
3.624289807,1
3.624280502,1
3.611485054,1
3.621754567,1
3.623474109,1
3.624760321,1
3.628931033,1
3.62139833,1
3.611250291,1
3.623931509,1
3.624243108,1
3.615771442,1
3.624240673,1
3.623327118,1
3.624235069,1
3.62326222,1
3.603618376,1
3.608838982,1
3.6150106,1
3.604229272,1
3.602576797,1
3.623631782,1
4.143907889,1
3.627431271,1
3.623608827,1
3.624059173,1
3.624033094,1
3.623212585,1
3.632832686,1
3.624097878,1
3.623722065,1
3.623538437,1
