CCL,PLC
207.955287,225.4494642
299.3407219,276.6150914
280.1676061,268.96438
267.4435478,256.6515402
284.0909748,273.0607919
269.3079715,251.1667109
287.1828792,273.2871649
288.6389594,272.4730019
254.2291529,244.5515782
256.2665345,247.7678122
258.4353464,242.3488896
258.4353464,242.3488896
272.1167698,262.7076235
274.1667299,266.5945054
282.2353659,270.7921897
265.0829494,248.0703508
279.6939637,268.3310434
292.2552794,276.050721
252.4335909,245.8409326
258.4353464,242.3488896
285.1767696,272.79579
269.5425538,252.423167
243.659189,248.208429
248.2091056,244.0715174
292.2405613,275.2410028
257.811897,243.6923352
287.9585897,271.1932694
283.8103089,271.9577641
145.6188759,139.6074913
258.4353464,242.3488896
289.517716,276.0378018
260.8151598,252.1346599
296.9160337,274.9633426
248.2630396,239.6508378
209.1741369,226.0196456
260.6725987,244.1168365
287.4953416,273.8793712
269.7750005,258.1226288
289.1650665,274.9397898
282.2505329,270.806094
248.199901,244.069324
293.852761,280.0032999
272.122916,265.8116967
265.4696215,247.859997
253.4957531,248.9131521
293.8686801,273.0970243
270.9750159,254.1919416
301.0721336,277.5874132
281.4469226,268.4970507
288.3710434,271.5122847
284.6018759,272.2607977
259.6227051,247.9523849
296.0156657,274.3375463
262.5843091,251.412937
257.8277699,243.6663568
297.9199356,274.6065938
272.0921273,262.735724
287.2847915,271.6364641
292.1963823,279.2136653
260.0508636,242.7473612
289.5899046,276.7040984
254.8854264,256.5268365
282.9592847,273.5480664
296.0144095,270.3038034
296.6573248,275.2841915
144.221131,140.7621435
264.4988857,251.8426079
254.8854264,256.566122
285.350169,272.9752769
307.0308273,278.0652248
298.1823052,274.008512
277.2760564,266.2079431
260.8907353,257.5009751
296.2242927,279.986974
282.8023974,267.4899305
137.7332112,137.4808884
290.25427,275.2922605
252.2194118,253.7276599
254.5528645,241.8876483
283.9006932,273.8171606
255.9888336,245.875647
268.0447601,258.002733
247.4755305,240.9525551
253.6608468,243.6655555
292.3468023,275.5467163
254.2254536,245.8840261
258.2571369,242.3727032
295.9710933,274.6961957
205.5681503,226.0355226
308.967133,280.4641012
264.3671871,248.3808048
292.5046311,275.2786073
258.9386304,258.8577846
282.2947144,272.8560117
287.6265075,273.3718368
303.9576719,277.4046775
282.1599573,268.2676365
282.4385111,271.4368063
234.3656768,241.8780255
288.3876541,272.0194719
271.2235539,261.2303677
280.9547732,258.2041245
262.4989179,247.4044242
301.5451607,275.896127
266.5372074,252.7634538
296.8726664,275.2792359
283.0548675,270.5170924
284.4641313,273.244742
272.4828504,260.1232197
137.8502976,136.1063261
297.8875693,273.5618669
280.7281123,272.2053378
279.1389621,268.089213
137.7332112,137.5611027
297.3358438,280.6245478
137.7332112,137.5287528
273.5694378,257.458599
301.1705884,277.6016073
300.9607858,277.0206608
290.3273223,273.389819
290.116944,277.2156008
290.1806525,277.1433762
225.100823,232.7502369
195.0293474,188.9000078
278.1325109,267.2266915
297.0574028,276.6037164
271.9136827,262.7274008
290.6283258,272.9472806
248.1429926,244.0737107
293.930532,273.1033054
293.984734,274.6996266
233.8133312,235.8885073
295.0872344,275.8729997
284.1643699,270.844019
251.4219585,243.6237689
304.0589757,277.927878
225.1088185,232.7553394
213.1021199,198.7304218
259.2216402,243.6660114
302.1235959,276.5563332
282.5668336,260.5648602
266.6715122,249.2980962
291.0435652,272.5753899
285.0589524,274.7248964
282.8242737,272.6098168
304.6906749,279.0924463
296.8108995,275.551964
207.288213,225.4494642
219.3783481,201.2355002
285.6755111,272.6395608
269.3079715,251.2511815
137.8502976,136.1251737
253.3553324,248.8894778
288.2039421,274.8375502
137.7332112,137.5315888
289.6406873,271.2439244
278.4651215,264.3856685
284.6139453,271.7659338
263.3054853,248.3540517
301.4865089,276.7770791
290.1675135,275.6100029
284.1365734,270.8030423
262.0671254,250.6565879
280.155047,262.6482947
267.1455491,252.1713291
137.7332112,137.4808884
275.2315204,264.5710495
268.8802067,254.0819042
225.5547302,233.4789431
268.4877832,252.5895162
289.466351,273.9176549
293.4809796,274.8677028
277.6941675,265.4496809
272.4024315,269.7375677
294.0147977,275.920699
256.5522488,247.7688461
277.3954351,265.0151795
295.8531305,276.1607986
289.6758376,276.3461199
246.9585257,239.7956108
299.9128889,276.1022785
258.4329824,242.3510545
281.2985235,271.9875103
284.2092227,273.1025397
286.9266474,271.707349
198.4599567,210.4537896
281.1555457,267.6824182
287.2726376,275.9772874
289.1321048,274.8821842
298.0095712,275.0148435
210.4191295,225.4521531
292.0968839,272.016192
292.7241864,273.6614475
296.3985708,274.63431
281.5925134,272.7475491
294.5785449,276.4899297
283.0063289,272.9961408
283.2549544,271.3297784
294.0851561,272.6675273
291.891349,279.3520142
287.3777509,275.1871733
146.7989033,141.678318
235.1935613,232.5296608
267.141014,252.1757756
296.3985708,275.7921214
294.9611421,278.5156309
209.9157434,225.4430986
271.6225021,247.2746101
252.3936542,254.1736529
282.998822,266.6211465
272.1346959,262.7328878
288.4379403,274.8952996
295.0563549,278.4160646
299.2407566,282.3518949
288.6567825,269.7294513
273.4988985,263.9602184
289.3396307,276.9748083
205.1405284,225.4404097
197.3342417,196.8583688
254.3119108,252.929814
281.4406155,267.4457636
144.221131,140.6384969
293.1040698,277.6390411
225.1104728,232.7620339
257.479924,251.2764255
296.3255679,273.4208926
282.5710024,255.476779
285.3078857,270.649715
292.1461521,274.1637852
291.9318874,275.260338
285.7887321,274.2199566
299.6005579,275.1704297
225.0972387,232.7530914
216.0041873,196.7414765
290.2240199,275.8876556
255.5589447,246.3252526
276.2562664,268.0749953
235.1935613,232.5138442
281.8056225,271.4250105
264.8257408,246.898958
271.1666707,254.8595238
280.6119218,271.4675694
209.934405,225.4494642
192.8305057,196.8202098
259.8599417,248.4728241
297.0184123,279.4158762
255.5961075,242.2847805
232.7584581,236.3569254
292.0390197,273.3331868
246.0464474,240.9525551
282.459862,269.7571951
290.0160041,277.4294659
294.1286734,275.4018565
269.2377378,251.4057919
303.9576719,277.5431786
236.2377767,231.3985152
287.4567277,274.6573104
287.7540797,274.5535207
294.9545608,276.9596133
286.3974586,273.5135176
286.1308291,269.121364
251.7202925,255.2301917
290.1806525,277.1231414
256.0629641,242.7432122
264.4161996,248.3503912
269.0817545,251.4100094
243.6716949,235.4781482
205.0784243,225.4425598
189.7830734,199.2532673
145.6188759,139.5580627
225.470454,233.3415341
198.9373638,191.9813062
284.4227501,271.4519259
272.0644,262.7278919
244.9983978,255.7067314
257.6510149,246.1288119
299.3432775,276.4032125
262.807471,252.9596179
280.1297622,258.7412002
288.4678881,274.9314923
295.8531305,272.6857484
293.8472742,278.6548206
236.7922597,238.8342249
280.1637573,258.1880153
282.8155869,266.6078565
301.0756281,277.6148493
279.4945053,255.5135418
258.7710365,249.8036331
285.2747301,274.8008527
242.8118192,239.6368955
285.0690141,272.4800096
286.7755876,275.0390911
258.0429241,252.5451176
297.9793286,281.5676892
282.3681953,274.0279971
290.116944,275.4633979
242.8455472,246.2363266
271.7365619,256.0855701
266.408032,253.4591087
237.9542002,240.0847607
258.4353464,242.3488896
246.9710215,239.8063709
285.216335,273.2462672
275.6190753,258.145403
282.8894049,266.5660236
296.2982835,274.6600033
295.2558239,275.5208274
279.0587328,268.2822314
187.7446401,184.5808583
247.1865008,240.7957212
297.7738891,274.6019763
257.9076613,257.2024398
285.5094877,272.9053671
252.3858792,244.6409987
291.0037421,275.1479101
300.7187445,275.9260267
286.2232397,273.9005562
270.9867913,254.3102343
146.5813759,140.3564894
279.0372717,259.1373609
278.873454,268.7452696
248.2730012,240.336769
282.4874059,269.8577818
285.5616049,273.0231937
145.1527294,139.7069591
252.8252875,243.6264389
280.8995718,266.5593912
252.4309867,245.8365675
254.9965574,242.3515738
145.1527294,139.6601532
272.5485471,256.2882744
303.9576719,277.3982562
291.4240952,272.087207
236.7922597,240.2219474
289.3944949,274.9428203
274.0170615,266.4938124
282.2392405,267.6015626
258.2862098,242.3488896
286.1318283,270.9442257
287.6338851,275.7386807
282.4634901,269.7786159
298.3313204,273.6148927
290.4087143,273.962198
137.8502976,136.0997551
296.0334228,281.8790492
280.0933671,265.0198917
288.7994425,273.5785278
246.6528122,243.1707084
277.4683343,266.3114124
298.6843057,278.097145
254.8252267,244.4601619
291.8383693,276.8823365
293.2142883,278.4388392
272.4975077,262.9126057
144.9308111,145.0911792
291.4488194,274.9077672
303.9576719,278.7309337
271.6750805,271.1131419
257.9552405,242.3405105
249.533304,241.8923824
182.7543102,182.8154603
300.7420682,276.3340486
270.4922983,253.9888717
282.0706991,269.113633
294.8598511,279.1646309
282.6628287,268.7129105
278.7205972,272.4670417
257.9552405,242.3510545
286.3667946,269.8678575
256.4861188,250.0077783
268.6976669,255.5542715
285.8794208,275.9904375
254.3798062,244.2429387
272.7977767,256.4086287
200.889411,206.6769637
272.7483681,262.5923687
289.4565767,275.1795119
250.8534623,241.4913332
290.0226061,276.3510877
204.9794207,202.9059451
264.4210642,268.4380215
254.9941933,242.3488896
288.6778034,274.4960557
265.4450588,248.1187075
299.0793913,276.4788194
299.4720305,275.0402136
255.9874966,245.5141667
277.8227902,268.5302634
275.3293826,262.3156473
274.090559,274.7638798
295.3027478,274.0550509
284.7517925,271.9296875
289.4651921,276.3043065
298.7508402,276.6109697
145.6188759,139.6390078
288.6681351,274.8128264
261.9512393,250.4306138
254.9941933,242.3532194
276.5713384,265.2498979
284.5859983,270.8128955
298.2249117,275.2870138
286.2967986,274.7001289
289.1650665,274.9764607
144.221131,140.7270916
299.2182802,275.5288614
144.221131,140.6486646
272.2804168,274.0766687
283.4635513,272.3204732
252.9662023,245.0847552
282.836992,269.6155777
290.3590483,275.4559825
286.7932159,272.8748105
284.7909721,269.0550319
202.5587677,207.6436214
282.5559073,271.1895765
280.8441621,272.8301359
276.6846086,261.6303079
286.7118794,273.691548
254.8854264,256.4465545
245.2871327,237.7546173
254.409936,245.8840261
293.3024335,273.5715606
281.3920602,269.4536705
254.767626,245.4888333
286.2911024,273.6708796
304.5322296,276.6614416
244.9541827,239.6330996
280.42308,267.6048422
257.8809125,207.7459241
257.776362,207.5053993
257.8611158,207.6670826
256.2627689,207.9541937
257.784911,207.5083938
255.876522,207.2759982
257.8354727,207.5090895
255.8544049,207.2431639
257.116971,207.2850877
257.7892792,207.7331972
257.1455506,207.9175575
257.1352744,208.1445648
257.832853,207.3349894
257.7894491,207.503902
257.8174274,207.9208258
257.8774781,207.6655853
257.8279689,207.503902
258.392492,209.1452519
257.8136715,207.4738254
256.9650384,207.5203721
257.1568673,207.9250271
257.8546099,207.5211207
256.3495885,207.5024047
256.2633921,207.4926724
257.8637684,207.5330989
257.8139895,207.433656
257.7983241,207.5091425
255.9807919,207.5136343
256.5330157,207.7354431
256.2210539,207.5293557
255.7970661,207.5016561
256.4346152,209.0965278
257.8931339,207.5082628
257.9269771,207.2766157
257.7920878,207.5725197
257.9254143,207.557804
257.8871516,207.5330989
257.8706052,207.2455762
257.8732429,207.5211207
257.7805763,207.5414423
257.9158792,207.5353448
256.7904793,207.6536071
257.8506873,207.5173775
257.8234826,207.4700822
257.8400636,207.5181261
257.8405566,207.4854431
258.408016,209.3802961
257.8021496,207.512137
257.8167685,207.2477969
257.8383988,207.6431261
257.9454924,207.4178312
255.8072005,207.5605414
257.8829866,207.4970735
257.7933459,207.305301
257.8108535,207.2379235
257.801422,207.4964156
257.1092775,207.922404
257.8009609,207.2527652
257.0972671,207.9041122
257.7656859,207.4730767
257.8201258,207.5211207
257.8884555,207.6201754
257.7918368,207.4994102
257.7923241,207.3533172
257.8012877,207.5068966
257.8969927,207.6907819
258.3033869,207.9298292
257.8807848,207.6678312
257.7996951,207.5181261
254.8677964,207.9532485
257.8498648,207.5211207
257.7777083,207.530853
257.801356,207.5012729
257.8645127,207.5188748
255.8070271,209.1280512
258.4541122,207.8559705
257.8555711,207.5211207
256.9771556,207.5173775
257.8638495,207.4494177
256.1265252,207.6175413
257.8461436,207.5263612
257.8797139,207.5233666
257.8576367,207.5053993
257.883382,207.631405
257.8364261,207.3060496
257.8153128,207.503902
257.7743204,207.4835577
258.455821,209.1638011
257.8644474,207.6205359
257.8182324,207.6543557
257.9483465,207.9380445
257.8077565,207.5158802
257.8075647,207.5672792
258.384192,207.9964409
257.8330915,207.5203721
257.8120539,207.2828418
257.8803749,207.5173775
257.8237883,207.5248639
257.8118024,207.5076452
257.8515806,207.5136343
257.7862328,207.4775686
257.8128283,207.5083938
257.8413759,207.5211207
255.8890508,207.4013612
257.8002892,207.5091425
257.8024151,207.6096945
257.8508104,207.5293557
257.8209321,207.4922893
257.8303428,207.5136343
257.8264902,207.5196234
257.795483,207.5031534
257.0814199,207.8631925
258.2969942,209.141542
257.7867131,207.5166289
256.7375389,207.5218693
257.8072488,207.5046506
257.8555222,207.5098911
257.871499,207.522618
257.8216563,207.4858036
256.0591385,207.2858364
257.8482505,207.522618
257.8349625,207.4377874
255.7351685,207.5151316
257.8896227,207.5022736
257.8400938,207.647618
257.893093,207.6332628
258.384233,209.7523282
257.8770789,207.6696889
257.6905986,207.5098911
257.7852168,207.8038037
257.8479402,207.6625907
257.8918311,207.5045196
257.79343,207.4994102
257.8699363,207.5777601
257.9074255,207.6768149
257.7159927,209.4334393
257.3886015,207.5211207
257.8370764,207.6378857
257.8035081,207.5143829
257.8598929,207.6223281
257.8097523,207.647618
257.7985502,207.5024047
257.7756022,207.5248639
257.6638432,207.522618
257.8129475,207.4949183
257.8953283,207.530853
257.8033302,207.6588475
257.8495223,207.5917272
257.8242589,207.4928136
257.8498155,207.5166289
257.8910204,207.5181261
257.8772892,207.4903912
257.8424725,207.5256125
256.9190395,207.4914322
257.8750578,207.5510662
257.5126183,208.7304096
257.8788677,207.5755142
257.8201227,207.5567982
257.8736992,207.5398367
257.9050038,207.4400333
257.8351532,207.5158802
257.7887153,207.7384377
257.8209185,207.6116833
257.7231418,207.699327
257.8082607,207.4813118
257.8211304,207.5218693
257.7952962,207.503902
257.7960916,207.2776013
257.8932815,207.9185799
257.8372605,207.5052682
258.3889386,209.1348643
256.9514143,207.2334316
257.8350045,207.5203721
256.047805,207.6461207
256.0727269,207.5383394
257.7798065,207.5016561
257.8336958,207.5181261
258.4066966,209.3430623
257.7964275,207.4704704
257.8685159,207.4779567
257.8088374,207.5128857
257.8204631,207.5256125
257.8255877,207.5534205
257.8756083,207.4790658
257.814764,207.4906609
257.8807499,207.5620387
256.0770602,207.6066999
258.1511733,209.1348643
256.2297246,209.1146958
257.8209604,208.4752318
255.8068019,207.5068966
257.8764291,207.5815033
258.7982544,209.7606628
258.0398625,208.8939674
257.8855359,207.5203721
257.9429262,207.4580006
257.8719266,207.5375907
258.3603263,207.7207489
257.9000022,207.50976
257.8570492,207.4799456
257.9299128,207.5499294
257.8781044,207.5874924
255.8704575,207.5188748
256.5026388,208.0545089
259.063778,209.7722482
257.8208474,207.5181261
255.2985066,207.4775686
257.8635827,207.5241152
257.7989721,207.4979129
256.8853944,207.5732683
257.9292643,207.5405853
257.8481692,207.6235304
257.8207373,207.5233666
257.8131428,207.5173775
257.7965759,207.6483666
257.8115503,207.6595962
257.7827456,207.5106397
257.8902786,207.5308656
257.8011126,207.4760713
257.7679305,207.4971642
257.8601742,207.5196234
256.6477828,207.5360935
256.895275,207.2521476
257.1315181,208.3082437
257.9452024,207.7304598
257.8330648,207.2454099
257.8437194,207.3848004
258.43541,209.1497037
257.7978849,207.5128857
257.7968247,208.3271104
257.9190069,207.5458258
257.8342127,207.2828418
257.9357953,207.4429371
257.9162995,207.5360935
257.824104,207.5301044
257.9256882,207.7180934
257.852648,207.5188748
256.1937756,207.9178312
258.0637028,207.4913062
257.9080959,207.5386167
257.7930325,207.6528584
257.8187027,207.7124924
257.8577013,207.5195528
257.8181878,207.5286071
258.4322496,209.2973251
258.4444258,209.1356063
296.1602345,260.5490122
257.81626,207.3882461
257.8570608,207.4971642
257.8428595,207.5106397
257.7842364,207.4693335
257.6532957,207.5136343
257.8351013,207.6423775
257.7917858,207.4904265
257.8538654,207.5188748
257.8186114,207.6375025
257.9522691,207.2599819
257.8480308,207.5061479
257.5202187,207.5301044
257.8061751,207.512137
257.8324368,207.5233666
257.8397822,207.4392846
257.7598893,208.3457601
256.1363084,207.6685799
257.8606067,207.6332628
257.8529451,207.526951
257.8979885,207.5518149
258.2884952,207.9508763
257.8160916,207.6041969
256.6722585,207.5166289
256.0387424,207.5147484
256.0827318,207.5702737
257.8833212,207.5248639
257.8580178,207.5278231
257.8085934,207.5218693
257.8088587,207.270793
257.8317341,207.5128857
256.9994658,207.2551422
257.8206166,207.2394208
296.0513285,260.546832
257.0778016,207.9018713
255.9624367,207.5158802
257.8377647,207.5612901
257.8016267,207.7429295
256.3036963,207.4971642
257.8622999,207.530853
257.0649521,207.8973896
257.8727646,207.5045196
256.0335597,207.7016233
256.4928401,207.6244102
256.1112824,207.5205132
257.5334227,209.1411624
257.7852721,207.6130495
257.8861999,207.5274753
257.808769,207.5166289
258.0458471,208.5889155
257.9466816,207.63476
257.5873154,209.1452519
257.8591337,207.4992791
259.15839,209.9745929
257.8167621,207.5091425
257.9088901,207.5278584
257.8706237,207.7046179
257.7250126,207.5196234
258.057218,209.1467358
257.8493453,207.5274753
257.7696102,207.8477163
258.3909794,209.0485631
257.8217629,207.5009074
257.7916822,207.4979129
257.9276805,208.2585846
257.8113758,207.5128857
257.7247456,207.2790986
257.849695,208.1299077
257.7978557,207.5136343
257.816396,208.5593105
257.8185531,207.2430329
257.8244977,207.5068966
258.4268851,208.8968522
257.8101812,207.5181261
257.8119868,207.485055
257.1474159,207.2656231
257.9255065,207.5142519
257.6991372,207.2288087
257.8046415,207.5166289
257.7783011,207.6483666
255.4263135,207.5590442
257.8220796,207.5091425
257.8257026,207.587984
257.8119331,207.6453721
257.7792907,207.2325519
257.1428155,207.6382335
256.6850012,207.5113884
257.7072653,207.4448856
257.8939922,207.5398367
257.8375419,207.5263612
257.8324795,207.259634
258.7939448,209.5434456
257.8320353,207.5173775
257.8004591,207.4934211
257.8794921,207.3660844
257.8152506,208.1306564
257.9088092,207.4539096
256.7534378,207.5256125
257.3173656,207.6543557
257.848309,207.5067655
257.6605438,207.5136343
257.8105541,207.5192403
257.8384847,207.5263612
255.7784345,209.1303605
257.8074134,207.2566394
257.1177289,207.6463473
257.8846421,207.6573503
257.8205238,207.2416667
257.8203355,207.4790658
257.8589399,207.5301044
257.7837274,207.5098911
257.8037153,207.2431639
257.905756,207.5158802
257.8239109,207.7485304
255.3458058,207.5173775
257.8033333,207.5158802
254.6769235,208.061274
257.7276002,208.0927094
257.839757,207.5339887
257.7964309,208.0490547
257.8557516,207.6655853
257.5724261,207.5368421
257.8221946,207.2632461
257.7872666,207.6840442
256.8279568,207.5151316
258.379008,209.143768
257.8444311,207.5211207
254.8081405,207.9242801
257.812526,207.5076452
257.3146929,207.6401316
257.8856355,207.5375907
257.8725149,207.5158802
257.8294293,207.4835577
256.03015,207.6775635
257.8199392,207.5091425
257.9180345,207.6820554
257.8102753,207.5053993
257.9144245,207.5172464
257.9652256,207.4602465
257.4745475,207.5158802
257.9365974,207.6755596
257.8182551,207.7257108
257.9204519,207.5286071
256.9958688,207.7414322
258.3329961,209.142284
257.8647827,207.5762629
257.1940683,207.50976
255.9883789,207.5181261
257.8588717,207.4992791
257.7677419,207.5248639
257.7897792,207.5061126
257.8969592,207.6493724
255.7373016,209.2813814
257.7886295,207.5106397
257.9306083,207.2557623
257.2902857,207.5166289
257.7810665,207.5076452
257.8605724,207.4917927
256.1197198,207.5052682
255.8597456,207.5316016
257.9290978,207.5117539
258.0093148,208.7385894
257.8268257,207.3000605
257.9228299,207.7653887
256.1994397,207.5024047
257.8197211,207.5031534
257.8824759,207.4283248
258.4457277,209.2865752
257.8075056,207.5098911
257.8030326,207.5181261
257.8006144,207.4865522
257.8681686,207.6678312
257.8617499,207.5046506
255.9218041,207.6937765
257.9301379,208.1087425
257.7987727,207.5459291
257.8057316,207.5083938
257.8600442,207.2400383
256.1011664,207.6049456
257.8889394,207.5665306
257.8589332,207.5330989
257.5281609,207.7849566
257.8311369,207.495667
255.3571845,207.7001311
257.8689183,207.5345962
257.20353,207.7053665
257.8676774,207.6250277
257.8212883,207.49329
257.8345981,207.5029164
257.8519944,207.5500605
258.7957724,209.5523294
257.821789,207.4986615
256.1001839,207.5947217
257.8314587,207.6160441
257.888658,207.5368421
257.8659296,207.4768199
257.1029091,207.9227862
257.8558071,207.5203721
257.8515495,207.5464106
255.9844004,207.6416289
258.4591187,209.1154378
257.8128561,207.5106397
257.8519886,207.6498639
257.9079033,207.5286071
256.0428828,207.5091425
257.8275998,207.5897384
257.8179948,207.5188748
256.0007175,207.5301044
257.811346,207.5188748
257.7766281,207.5053993
257.7899889,207.340177
257.853354,207.5173775
257.9140229,207.5383394
257.8036751,207.5025459
257.8523655,207.6423775
257.8591613,207.5128857
257.8144804,207.5196234
257.818203,207.6194268
257.6573655,207.5211207
257.2037031,207.9422072
257.7912877,207.7264595
257.8066991,207.5016561
257.8093375,207.7249622
257.7045831,207.5143829
255.907176,207.29482
257.8801733,207.5157491
255.7721116,207.3245085
257.8011529,207.5091425
257.8351984,207.8574486
256.0236183,207.5025459
257.8123381,207.4835577
257.8159399,207.5091425
257.8543362,207.4970332
255.8884105,207.485055
256.9570104,207.5338475
257.8177846,207.3800111
257.0865534,207.9100879
257.9051654,207.4043557
257.7792886,207.7583938
258.3653374,209.7549165
257.8355103,207.4964156
257.8319443,207.4940386
257.8005098,207.6528584
257.8382434,207.555301
256.997922,207.4130823
257.7749454,207.5455687
257.8504586,207.5136343
258.8940448,209.6056325
257.8583821,207.5316016
257.855021,207.4592408
257.7979237,207.5053993
257.8278956,207.6431261
257.8616485,207.5286071
257.7938163,207.5128857
257.9411157,207.4114716
255.8516399,207.5478146
257.8190859,207.4962845
256.0552552,207.2671204
258.033383,207.20701
257.8572828,207.5293557
257.0334388,208.1632388
113.2664563,70.94562617
113.2664563,70.94562617
113.2664563,70.83960024
113.2664563,70.83960024
113.2669448,70.84079641
113.2664563,70.83960024
113.2867787,70.84916961
113.2664563,70.83960024
113.2867787,70.84677727
113.2867787,70.84916961
23.125,41.5
23.6875,41.5
23.625,41.5
23.625,41.5
23.625,41.5
23.125,41.5
23.625,41.5
23.416666,41.5
23.625,41.5
23.25,41.5
23.208334,41.5
23.625,41.5
23.625,41.5
23.083334,41.5
22.979166,41.5
23.625,41.5
23.625,41.5
22.895834,41.5
22.979166,41.5
23.6875,41.5
23.6875,41.5
23.416666,41.5
23.083334,41.5
23.0625,41.5
23.625,41.5
23.625,41.5
23.6875,41.5
23.25,41.5
23.208334,41.5
23.625,41.5
23.083334,41.5
23.104166,41.5
23.208334,41.5
23.6875,41.5
23.625,41.5
23.166666,41.5
23.25,41.5
23.625,41.5
23.104166,41.5
23.208334,41.5
23.208334,41.5
23.291666,41.5
23.208334,41.5
23.625,41.5
23.625,41.5
23.625,41.5
23.416666,41.5
22.583334,41.5
23.625,41.5
23.083334,41.5
23.041666,41.5
23.125,41.5
20.041666,41.5
23.208334,41.5
23.208334,41.5
23.25,41.5
