RMC,CCC
25.5,5.056891405
51,5.023945172
26.5,5.057135654
49.5,5.056708582
24,4.978048789
31.5,5.028191471
51.5,5.056742738
26,4.942764356
57,5.052405967
26,4.942529766
48,4.973804581
34.5,5.024621528
59,5.056636782
31,5.052831405
41.5,5.052346358
31,5.028423628
29.5,4.942574132
24,5.05282225
55,4.961851344
28,5.023488252
22,5.028191013
49,5.056990475
34.5,4.977788154
43.5,4.999972823
24,5.056859038
27,4.942392636
56,5.052040624
36.5,5.056764669
28,5.028322828
55.5,5.052173363
33.5,5.056863194
42.5,4.942783429
33.5,5.023623549
24,4.972900646
22,4.937944619
23,5.052408641
63,5.056767369
29,5.052960093
33.5,4.942492254
36,5.057026967
23,4.942764166
27,5.028424086
32,4.973185762
43.5,5.03004998
30,5.056812415
27,5.056757875
46.5,4.94853318
29,5.028569791
61,5.056634689
28.5,5.057123884
54.5,5.028565914
33.5,5.056869837
44,4.942554742
34.5,5.057006037
42.5,4.942671593
31.5,5.028434099
29.5,5.052176371
31,5.023945172
59,5.056667449
23,5.02846893
22,4.93756388
55.5,5.028690677
36.5,5.02381917
26,4.937944619
26,4.942392763
51.5,5.057055511
23,5.024619357
62,5.057046927
24.5,5.034122364
34.5,4.973185762
51,5.019624419
27,4.942392731
44,4.973265783
30.5,4.973269598
56,5.028432206
64.5,4.905003756
55,5.05713262
31.5,5.056628713
28.5,5.052166496
47.5,5.028200965
22,4.926251165
46.5,4.937676051
22.5,4.942764737
53.5,5.052620726
26,5.028635404
36.5,5.05216838
50.5,5.052550706
22,4.942392445
52.5,5.056872082
31.5,5.052292217
52.5,5.028318249
29.5,5.028210856
43,5.028439136
24,5.052628018
22,4.999837397
63,5.056634233
22,4.937593014
49.5,5.056867805
41.5,5.057003169
52.5,5.028691135
34,5.056637237
30,5.05654032
49,5.028242365
36.5,5.028221327
42.5,5.028191013
24.5,4.973034612
59,5.052550706
28,5.052860622
49.5,5.01962396
36.5,5.028565456
24,5.052957541
23,5.023579031
48,4.977811573
23.5,4.937731132
55.5,5.057006037
23,4.942392445
59.5,4.973149725
22,4.948359653
53.5,5.058501531
29,5.052418697
36.5,5.023878303
58,5.052086865
28,5.028324691
52.5,5.052541653
27,4.937944619
57,4.977812045
36,5.056988382
53,4.973132352
47,4.973035085
42.5,5.028691135
42.5,5.057006037
42.5,5.052279062
28.5,4.973034896
51,5.024483663
43.5,5.057135199
52,4.972920257
29,5.023606732
46,5.028168058
26,4.937807772
42.5,4.942490191
24,5.028316174
37.5,5.040902359
50.5,5.052415476
31,5.056734669
31,5.056891465
50.5,5.028565456
23,5.028423628
43.5,4.942392445
23,5.024483663
53.5,5.028201484
38.5,4.999614981
43.5,4.977690416
23,5.019624419
34.5,5.028559778
31,4.977946077
42.5,4.942627321
26,5.057132924
22,4.94261912
22,4.942412185
24,5.05272521
50,5.056997422
23,4.983330774
50,4.942392445
41.5,5.023739246
29.5,5.05675833
43.5,5.024619632
36,5.057123611
60.5,5.028701148
23,4.977666821
47.5,4.977904967
38.5,5.05689101
47.5,5.028210856
22,4.942764166
55,4.972898187
41.5,5.056861586
47,4.913140727
26,5.023718913
22,4.942531353
44.5,5.028449606
22.5,4.926624148
55,5.024483663
22,4.942509741
22,4.942392445
52,5.056864559
34.5,5.019642824
53,5.062029135
31,5.05699724
30.5,5.056999515
47.5,4.977807229
25,5.028201942
49.5,5.05240624
36,5.056658865
47.5,5.028220365
25,5.057132924
32,5.056855398
39.5,5.056629168
23.5,5.023999199
24.5,5.028332841
48.5,5.028434099
23,5.02843358
56,5.023819446
23,4.942627036
51,5.056642363
27,4.961383127
37.5,5.052414383
23,4.937690475
57,5.05686826
23.5,4.978199725
56.5,5.024076922
22,4.937807772
45.5,5.052052534
45.5,5.056750989
32,5.05308518
44.5,5.05668113
33,5.052085498
60,5.012501715
29,5.056865075
32.5,5.057123884
25,5.052957541
25,5.052415294
45.5,5.056684315
52.5,5.028490818
31.5,4.977795142
50,4.942764356
29,5.056764396
22,4.942627512
52.5,5.057124066
41,5.05699724
27,5.056757875
50,4.942392445
36.5,5.062247225
51,5.028133318
31.5,5.052717645
28.5,4.972937346
28,5.053015692
31.5,5.05674292
38.5,4.978046145
27,5.052423892
43.5,4.937573464
56,5.052184969
42.5,5.052464118
47.5,5.024251045
42.5,5.028701148
34.5,5.028200965
53,5.028201942
37.5,5.056638207
49.5,5.052279153
26,4.926329844
28,5.053085935
39.5,5.028221205
29,5.056635386
29.5,5.024086155
22,4.942392922
27,5.04124582
27.5,4.948867243
24,5.052159964
49,5.057124066
29,5.028263484
51.5,4.977926341
33,5.028418563
60.5,5.028333299
23,5.028326705
46,4.973032437
22,4.942451569
29,5.028546529
23,4.937573178
28,5.056990809
37.5,5.05309587
50,5.057132651
27,4.977675023
51,5.028559778
28.5,4.978182821
55,5.02855932
26,4.942627321
53.5,5.052173819
22,4.926486245
48.5,5.02855932
25.5,5.052173636
40,5.056987927
58,5.052719442
25.5,5.056757875
24,5.028468808
57,5.028565456
34,5.056766914
42.5,4.942764166
36.5,5.056869837
47,4.942549981
32,5.052418029
47.5,5.028424086
30,5.056996967
32,5.057005794
47.5,5.023819629
31.5,5.052339187
27.5,4.978043343
35.5,5.028569546
43.5,4.977889764
41,5.057126614
32,5.012405064
42.5,4.942529575
25,5.061930735
56,5.052720531
22,5.023576921
55.5,5.052181687
32,5.056980404
50,4.977830963
28,5.056758481
26.5,4.942530623
44.5,5.028432481
30,5.028690677
40.5,5.05673206
51,5.019992737
23,5.028191013
36.5,5.05228292
26,4.937866898
22,4.926114314
54,5.052054873
27,4.937807772
26,4.926114314
48.5,5.028201759
34.5,5.052553714
45.5,5.05678375
35.5,4.977912428
32,5.052853786
22,4.926348916
29,5.028245995
23.5,5.056755327
