CCL,PLC
76.13308802,42.76843658
76.13308802,42.76843658
76.13763348,42.77064897
73.58282828,40.33180428
73.59494949,40.33180428
73.5989899,40.33639144
73.83261183,40.3295107
76.13763348,42.77064897
73.84011544,40.33639144
73.83924964,40.33639144
73.83520924,40.33180428
76.13763348,42.77064897
76.13308802,42.76843658
73.62121212,40.33409786
76.10113997,42.68289086
73.85180375,40.33868502
73.52545455,40.32721713
76.13561328,42.76843658
73.55454545,40.33868502
76.13359307,42.76622419
73.53900433,40.33180428
76.14142136,42.77064897
76.09911977,42.68067847
73.5969697,40.33409786
73.5963925,40.33409786
73.59177489,40.33180428
73.5989899,40.33639144
73.53763348,40.33639144
76.13308802,42.76843658
73.83722944,40.33409786
76.13763348,42.77064897
73.62323232,40.33639144
73.54444444,40.33180428
76.13561328,42.76843658
73.5989899,40.33639144
76.09911977,42.68067847
76.10113997,42.68289086
73.84011544,40.33639144
73.59379509,40.33409786
76.1624531,42.77949853
76.10391775,42.68289086
73.60505051,40.33868502
73.53821068,40.33639144
73.83722944,40.33409786
73.54444444,40.33180428
73.81746032,40.33180428
73.54304473,40.33639144
73.5989899,40.33639144
73.54759019,40.33868502
76.13308802,42.76843658
76.137886,42.77064897
73.5969697,40.33409786
73.85440115,40.34097859
76.1358658,42.76843658
76.13763348,42.77064897
73.58946609,40.33868502
76.1399062,42.77286136
73.55137085,40.33639144
73.81695527,40.33639144
76.13763348,42.77064897
73.83982684,40.33639144
73.5989899,40.33639144
73.83354978,40.33180428
73.83722944,40.33409786
76.12904762,42.7640118
76.13334055,42.76622419
76.13359307,42.76622419
76.13763348,42.77064897
73.58946609,40.33868502
73.53924964,40.3295107
76.10113997,42.68289086
73.80916306,40.33409786
73.58427128,40.33409786
76.13763348,42.77064897
73.5989899,40.33639144
76.13914863,42.77064897
76.13536075,42.76843658
76.1399062,42.77286136
76.13561328,42.76843658
73.6015873,40.33868502
73.55310245,40.33868502
76.10113997,42.68289086
76.10113997,42.68289086
73.5989899,40.33639144
76.10113997,42.68289086
76.09709957,42.67846608
76.1034127,42.68289086
76.10113997,42.68289086
76.13359307,42.76622419
73.60909091,40.33409786
76.13308802,42.76843658
73.83780664,40.33409786
73.83520924,40.33180428
73.5958153,40.33180428
73.84011544,40.33639144
73.56305916,40.33868502
76.13308802,42.76843658
73.59177489,40.33180428
76.13536075,42.76843658
265.5242523,255.4911942
258.153482,245.2823407
276.8843723,264.623271
294.3042097,278.2337204
290.2098053,276.6486076
292.9801159,277.177453
270.5360495,271.4676011
56.31313776,232.8594548
272.1299673,262.4749602
270.3263744,259.0866975
292.9704881,277.2834207
270.1543902,256.1078734
269.2333067,252.0300514
256.614386,248.6030339
281.2612366,265.0170823
137.7332112,137.5430384
286.2444554,274.8346822
283.4086799,269.0564891
257.2439138,246.0696785
287.9920889,274.609859
246.1670198,253.1223472
293.9378873,278.4702012
242.5985849,235.7884209
280.0849554,267.2404863
290.4560163,274.1989301
288.0825067,269.6958241
261.5683705,255.1087074
282.1795146,273.9508365
251.3531309,243.5974669
289.7263576,269.4740579
291.1506976,274.4003053
276.8437009,257.8256123
284.0293647,271.105139
146.0086594,139.7791089
257.624115,243.6538211
293.3387319,276.8329529
272.5149902,265.646075
294.4997285,273.3539724
241.1381656,246.0522601
288.4452099,274.832572
241.5503795,236.2720491
300.8323503,277.3448197
290.1663088,276.1418077
137.7332112,137.5766937
262.6525108,253.7328313
192.8870176,208.5446202
289.4644007,275.0717835
137.7332112,137.5842168
262.3163957,254.9002525
287.7944644,273.4329141
280.0787587,266.142505
280.5799656,269.9104998
264.5749117,248.3236334
205.5498954,226.0179094
189.5500802,194.5927921
289.3396307,276.9495627
291.4237693,275.0226013
225.1104728,232.764522
176.9063969,197.0555178
284.5383773,266.5099773
282.4847121,268.9440718
235.6427464,238.2931926
245.6043492,249.3021052
259.6804788,250.9624771
260.5452745,249.8406624
261.6980691,249.7846644
282.5048982,270.2291004
282.9325449,266.9600188
282.2005795,271.6503626
242.5466829,233.7648016
290.0443721,274.4735684
273.1752417,255.2355906
137.8502976,136.1143647
264.9972931,252.8555408
270.2654408,254.8649609
290.2103428,275.8919429
301.0721336,277.617816
290.0256883,276.2965802
280.7258012,268.2877414
279.1639369,268.0938488
295.9567328,274.5951156
289.6465359,276.2079939
205.1662295,225.4575308
298.8691513,274.0554521
246.496188,244.4559809
247.2004529,240.9475154
263.2256051,246.898958
293.8253128,272.4615076
298.2944103,277.6813177
291.127627,276.4092533
210.3946035,226.0302302
218.1837619,201.0893907
284.9468563,274.3203599
285.1820995,268.186419
279.2125945,271.1601211
282.5918474,271.0422885
254.1740411,248.806263
267.1982017,252.3772145
279.9135426,262.6717431
256.1650028,247.7406236
160.500568,158.2123903
287.298644,274.3756228
286.1088234,269.1851918
292.8789275,275.1233415
293.4985704,275.696058
275.2315204,264.5651568
270.5865695,255.7118142
285.8092693,270.6027315
294.5430958,272.3670419
282.1739324,265.8799566
283.3778997,264.8220733
282.939412,271.5568305
253.4688978,248.8863442
137.7332112,137.5743789
262.4676807,249.5463609
259.6524497,252.1475882
285.7067467,270.8143855
208.5450533,225.4430986
217.7022765,202.3632455
300.1749744,277.2642476
287.1704188,272.5667322
294.900355,279.1434502
283.3697583,272.4839526
291.6250705,275.9339052
244.6484762,251.3153272
288.8813445,272.6247627
287.1436527,276.8563034
145.1527294,139.6916698
260.3478302,255.7516867
264.7030084,246.8885047
257.1412596,246.3185104
295.9425052,274.4306001
283.2266675,270.2652407
254.2055995,245.8859734
281.6993825,269.4841927
266.3054054,257.0532409
291.0547025,272.4671344
286.1120981,270.9462714
247.6353301,250.7661904
254.2063097,245.8861098
260.920517,248.7999154
251.102063,244.0650194
279.1376742,268.0890948
274.1860563,255.6380112
208.5664543,225.4521531
214.5543253,202.7949511
272.8021573,255.8317215
273.1406867,256.6690321
291.9314531,277.2577884
276.8806738,266.0462498
268.3113348,252.1565588
268.1620114,255.1031206
263.2142063,260.7376494
254.5555241,241.8876483
254.5426754,247.5148623
290.1987144,275.1505796
262.8470495,248.605545
137.7332112,137.5040877
137.7332112,137.5293315
287.8877699,273.0844362
285.4258323,273.6146397
260.8461618,252.078743
245.7059571,239.7853175
257.4308037,246.4401413
276.8125228,260.5586581
284.4657117,272.8350975
258.6219618,260.3432669
249.8282987,248.1771713
270.9666094,262.8355481
290.4185986,273.6205421
290.4129343,275.3018941
249.5096313,242.0227221
288.3991622,275.6292966
260.2579253,250.3852914
293.534734,275.2882006
296.4060394,265.8682849
285.9646082,268.0807096
282.5466667,271.110501
266.8938519,254.2313461
246.959652,239.7956108
271.2515516,256.5603676
280.400573,267.3482652
296.2549162,276.8941067
232.9706625,236.429393
285.6521513,272.5801152
299.1972657,275.2739113
292.0795045,277.0345894
246.9429293,236.8015066
283.2690705,274.0279419
270.2117345,253.5767557
282.2072924,266.7268102
245.5905476,237.673995
279.5934179,269.4544478
295.3877381,274.4781694
301.1279819,276.7029295
233.8494802,235.8851962
304.3685479,282.3756799
279.873211,269.4928455
263.9028314,250.8955113
294.0747712,278.7775011
284.6730114,274.4718754
290.2060655,275.8432606
289.7201448,274.7374602
245.4324246,239.5857259
295.6151676,276.2444458
295.8583148,278.7259998
293.1416596,277.8773985
192.8897575,198.7819342
302.4476956,279.282076
291.9125757,276.858764
268.0034053,253.5789105
299.8427366,275.2490775
268.8431319,257.1453252
245.9706614,242.5939428
291.0209519,275.0979117
219.217341,217.0438236
296.3255679,273.7351669
144.221131,140.6486646
263.5039663,258.8364371
295.0266487,279.0129147
288.7236765,269.5636303
287.0106146,270.1642597
259.7157274,252.5084539
284.6337943,270.3785738
278.3463998,267.624441
290.4565533,272.5188463
284.4406907,268.0461979
281.5342245,272.1023952
296.0661054,281.4617724
292.142717,278.7843588
206.5300217,203.6503216
263.3937115,251.658583
291.2655676,275.8690968
256.7405607,251.1816601
258.3247292,242.4057514
280.0447773,265.688445
263.0092025,247.28304
246.3111542,240.9434874
273.2099921,266.2280244
291.2193527,273.6940682
246.7018609,239.6281221
293.8549474,273.9946808
298.1263838,275.2002458
287.107388,272.7717512
255.8347347,247.6689265
287.7339082,273.4794728
147.1620247,142.0407742
291.4237693,275.095399
280.8792375,271.1160194
294.3653506,275.3056984
258.259501,242.364563
261.1221215,249.3111288
282.826218,272.9332374
301.0507237,274.8114825
243.0280953,239.6219587
271.1720658,255.1969758
290.569343,275.3052688
287.4151185,269.8059099
257.5110135,247.7852812
303.7605389,279.0525409
270.7296712,254.6921069
280.967421,269.8757998
292.4386983,277.0007457
291.1425711,276.4842616
242.6115292,241.1737068
294.7263569,281.9555733
280.1928049,259.2707909
288.5993722,270.0286867
266.1680598,268.2682199
258.4495308,242.3488896
262.7170534,246.2593068
298.9610162,277.5352246
285.6643057,271.6911065
269.9640472,263.8655208
202.8024194,208.0226416
261.7206383,268.8292296
289.6414164,275.0776178
137.7332112,137.4851883
287.4457992,272.7389852
292.2128602,276.5983093
258.4518949,242.342395
243.711549,239.8085642
242.2996785,234.6196713
257.9576046,242.3280406
277.8934739,256.7000885
289.5747094,275.9829814
217.2393086,224.7358212
293.6627755,274.7404382
296.3985708,276.8774439
298.2702056,278.9895875
262.2991452,256.5404856
283.2746093,269.1992405
268.0516503,257.7418616
298.1263838,276.3854955
258.2232548,250.1078197
280.6499906,265.0825927
283.3648935,271.3967037
251.7202925,255.7181196
264.7771026,254.544457
288.214594,272.8328198
281.0511738,270.6015678
295.9100968,276.725343
257.9552405,242.3472871
290.256128,276.0378817
253.9661592,244.2170804
252.9261998,246.2617509
258.4495308,242.3467248
255.7292587,244.550207
220.7436982,226.8385799
252.833049,245.1106422
249.9657659,240.4167979
285.7624066,268.2964002
288.9454845,275.1108845
296.5926333,281.7846752
260.8266072,249.331068
261.524386,250.9354707
217.1293193,225.6707251
294.3976938,277.4867325
280.2081919,275.7552262
233.5353141,237.4205975
225.1104728,232.7620339
288.7180837,269.3059641
260.073574,242.6987991
269.2658307,256.1549553
281.5370681,267.5477671
280.8150845,257.370494
254.4040122,245.8861098
286.6161964,272.5232194
288.0038713,269.9262993
257.8675879,257.8346685
286.6357467,271.8344317
259.9354912,242.7451964
268.0197741,253.5837182
289.2423426,272.2206491
184.4048257,182.1507654
261.7714743,246.5510272
299.5764739,283.3877938
297.2943228,279.8357335
258.2838457,242.3575491
172.8620451,179.4999046
196.2843719,205.823482
283.4060104,254.6548434
246.3093058,240.9456808
288.8519777,276.377486
288.6055897,271.8493914
291.6715632,271.3246095
285.5122655,272.8970133
248.742298,255.6670686
263.4463201,248.0822556
257.5009806,246.7020783
284.8141537,273.3784032
281.6479139,272.0433532
266.9131845,253.4903827
264.8532637,250.6204665
284.8324533,273.0940459
266.4225859,249.6042236
205.3260536,225.451285
263.6861873,246.2718957
301.2075397,275.8216838
275.2502498,259.4021246
301.6313441,277.0492908
273.3874675,258.8089876
293.755835,279.0044457
301.0110586,275.3474049
287.2445488,272.9931457
279.3919954,266.0037532
291.3608692,275.9140141
287.9417191,269.5706771
296.3985708,276.7318179
296.8858943,282.3619227
272.6608938,262.6316991
276.8896073,266.1954669
257.9552405,242.3575491
260.1577404,262.2501093
292.0390197,273.6917558
283.2710681,267.4499579
236.3583956,236.4137971
280.2982499,269.1097598
298.7753746,274.824458
288.3287534,275.7008504
267.6803208,258.2893043
145.1527294,139.7446544
252.4272297,250.1426218
300.4817563,280.4079733
146.0086594,139.7961045
249.1332028,249.5082157
286.1523288,272.3589113
258.2862098,242.3488896
289.370144,276.619747
284.1982747,272.3641784
295.8094156,275.7192275
250.4653694,245.3590007
291.5460275,274.7933889
285.442805,272.2245002
264.4279183,248.3519938
283.6981799,271.8003879
225.5555573,233.4813946
295.7797026,273.559138
258.9697404,252.9956857
291.7545651,276.4561971
290.2182514,275.7070485
237.2283093,241.2017133
289.0834169,272.5815734
292.2412884,275.469054
249.8013981,245.7062517
142.334881,140.8237102
284.4431477,271.1354901
206.778832,226.0196456
297.3066478,274.6135773
281.9674497,266.4073022
279.371239,267.9909834
137.7332112,137.5040877
253.9582406,243.6609564
284.1032835,267.8207227
269.0902197,270.4836012
283.9394074,275.3799275
257.4147959,250.7562034
285.7517358,273.9103162
137.7332112,137.4762588
287.8431591,275.3952865
210.2423823,218.982837
275.5883632,259.5105396
278.6451219,260.0997722
265.0800354,247.5611677
254.4105147,245.8840261
251.0553644,245.924475
285.616246,273.6359328
257.4449779,243.6001402
284.3940473,271.5077103
279.6939637,265.9952488
264.3132482,248.3416891
280.9992852,267.2360696
263.6644635,248.2435854
293.9074403,275.9430417
264.0877309,266.0362182
263.6468534,256.3314497
257.1113552,246.3036433
261.7273632,249.8736683
288.7385519,272.7173159
147.1620247,142.018541
280.641222,271.9726882
280.6141991,270.2348645
268.994897,257.2303864
266.8131965,251.816737
260.5900511,247.2844187
225.553903,233.478084
294.7347488,273.0423473
246.7018609,239.6330996
244.6484762,251.9015636
295.7394503,272.7584073
281.0243745,266.6947604
281.4979735,267.6652849
261.5683705,255.3629439
304.8984761,278.8342353
250.2413345,236.8439102
296.2005858,280.0227388
265.2527213,253.8413522
303.0038541,278.2546943
279.1046625,269.2786917
285.3232597,272.4800096
288.16971,271.4618566
287.6572534,273.9626716
137.7332112,137.5208998
279.4872271,272.9174995
287.0277455,272.6923423
289.0388347,274.8801385
278.8308156,270.4899665
288.5198216,275.0192727
282.8394367,269.5753679
275.8769701,265.4976829
299.3671079,274.0088151
280.8401286,271.8027503
302.8652249,277.4253955
257.9552405,242.3472871
292.2504126,276.970423
265.2287199,248.0822556
282.5603586,256.7225354
283.4204392,267.3366252
257.0933512,243.6802671
259.1301099,249.0352757
296.7962137,273.704178
282.4415999,256.7856186
268.4117144,252.00852
295.8999944,274.4277467
255.5935033,242.2764471
268.6518253,255.9178901
293.984734,274.9647438
294.3743234,275.0928263
303.8609146,277.3593565
290.3653889,277.6134944
248.3504466,244.0023963
264.5812605,256.9691137
290.1375607,271.2304297
284.0440473,271.1045449
265.8095242,251.4616819
287.8350377,275.289971
286.8361465,273.0646386
280.1137998,264.8030134
296.0435938,272.7120338
205.0880741,225.4575308
263.3879573,241.5168357
297.8457431,276.0695104
275.6630523,265.7057311
282.713473,274.5101781
286.2982932,273.9325827
275.2315204,264.5618406
293.9400316,280.145071
278.9619161,272.3481138
282.2415387,270.764015
273.1562806,255.2044359
290.13799,273.6336012
260.0824011,242.7430315
290.116944,275.2568339
285.9239577,277.0677337
286.5889807,270.7033986
286.9399599,272.756972
283.802876,269.8733936
294.2216099,280.6731208
297.1181155,279.577317
289.1968341,272.063983
286.0451608,272.3855016
272.1216339,262.735724
274.5413093,258.9183426
234.6768878,244.5141655
293.8386607,276.8020448
281.643639,269.5637496
265.9472442,250.0036243
264.8383961,249.1952563
301.4319406,277.2393372
243.6729179,246.5175167
294.3847349,275.1058207
280.7906375,271.9693455
287.3919566,275.1907549
271.9093516,257.3064826
260.1207712,255.7760916
287.9426991,273.1467254
255.8861064,249.8869209
254.9965574,242.3488896
254.4157231,245.8824236
209.9379892,225.4521531
277.9699715,254.5730836
210.8795591,226.0105911
275.9323236,269.0806334
248.3284501,243.5783131
287.0059603,271.6747749
251.4134074,243.6393335
258.4495308,242.3450792
291.6612249,273.2490873
272.1252664,262.7336001
255.9253354,249.879857
276.6890232,260.4068337
280.5583576,272.9061653
280.1179634,269.9294089
296.3985708,275.7544456
278.7197604,267.2789654
264.4381996,255.7732798
296.6922943,277.5400012
142.344881,140.8997342
296.3271848,280.2381955
190.7437034,207.0083344
273.1665324,266.3056612
242.7770029,239.6330996
178.8215587,182.3821606
293.8253128,274.1349345
281.1462862,267.5280574
252.2194118,254.1240833
290.0725539,275.3077161
285.6365105,273.4311071
293.1379619,277.9127879
279.591978,272.4193475
286.268053,272.1272595
286.7016279,273.0789392
278.7953699,269.3653772
265.3319135,255.6865847
273.5183445,264.8707281
274.2344651,257.7501044
257.7163234,246.524543
278.3761668,254.8742983
250.731747,244.0184102
280.9440555,271.8487538
283.334405,270.5921762
236.702219,239.9847149
243.0304594,239.8063709
267.0449749,251.7942996
225.1104728,232.7570577
282.2041855,263.389081
281.0015764,267.5463487
272.0722435,272.3171892
294.3568926,280.9034854
301.4865089,274.1880516
280.6535611,267.4230511
288.5905735,272.4780494
249.5278725,240.3279956
288.3885226,274.2910682
290.0262645,274.1744651
298.7508402,275.6835911
263.3291295,252.248667
291.4237693,275.0238858
289.7420599,275.1047509
256.0655683,242.7036711
300.6280303,278.7654894
279.1027252,268.2560979
279.8568267,269.6687902
289.1650665,274.9316902
260.7651433,252.080853
209.8814635,225.4521531
245.1223497,239.6339009
303.9026235,278.807078
283.2787757,272.079839
278.6153706,272.3438144
293.5935898,277.1089386
289.2164922,275.1491414
261.7723423,246.5301405
266.9018512,249.7496485
270.3107168,252.2474078
288.3338357,275.0824836
250.6992849,244.0483423
284.2055222,270.844019
289.3522423,272.2994126
260.7051981,248.6620349
245.7003856,240.9525551
254.9941933,242.294337
283.9375941,266.427611
260.8461618,252.0726149
271.9928832,265.668923
209.0654993,225.4655974
304.8271006,277.0193947
260.5139884,255.9463948
225.1104728,233.0128914
242.6609133,237.7428148
260.1360022,242.6050789
299.0923904,274.3222253
286.3439404,272.2325465
267.4435478,256.6710946
292.0390197,273.8330902
269.3559428,254.184342
137.8502976,136.1295591
296.9243999,272.7870173
290.116944,275.4078248
286.1250725,269.849604
264.3119232,252.1010134
280.6385828,255.0103759
280.7216447,258.247449
249.7945953,245.6977092
144.221131,140.6218389
284.4339207,273.0698089
296.4620333,280.1803525
287.3317513,269.5980927
293.2344238,276.7342778
265.2342737,255.1670006
302.7033455,278.4677485
245.2242722,242.0116771
253.7264318,262.5223561
258.4353464,242.3510545
286.4933115,269.7400816
247.5418609,236.0980044
301.6236443,279.2174418
296.9004546,271.5556354
245.4443582,242.0062658
291.9125757,276.9909095
294.4860327,275.3132788
298.3477418,275.9364898
293.2921046,277.6574418
275.6439751,252.7639603
261.2108315,253.207058
275.9314241,259.4643803
268.6805133,257.8125298
288.1305839,273.1614332
296.3255679,273.6522178
284.6452616,272.4860405
299.3432775,277.4578513
299.6005579,276.0469061
302.5631424,280.2154264
301.0721336,278.1095942
279.2478751,268.3862315
240.0880903,244.2435463
289.1650665,274.599346
264.437963,248.3511925
267.6969348,256.8462503
286.4990559,273.148906
258.3247292,242.412246
301.877373,275.219078
225.0972387,232.7481151
296.4847629,274.4572629
291.9751573,276.726149
269.9480559,253.3770119
286.5442351,271.6769484
220.3313293,227.8550179
210.3992906,226.0264681
296.6594752,274.7922767
163.2259034,161.1512544
285.5060736,275.8452612
299.2430646,276.8177414
172.9725822,174.7060404
272.1252664,262.7316974
261.9361486,252.4277891
294.8323302,276.3655402
253.135601,256.8262782
250.8240304,247.9854678
291.665994,277.2431287
257.6154244,243.6214828
289.1065805,276.8115873
147.902655,144.9992248
282.905123,261.9582318
282.0686669,274.8308647
302.7214019,285.3503647
285.9643559,269.4410902
246.177767,233.7282231
299.4846465,276.4633225
287.1833619,274.0187701
288.2269857,275.2039841
294.2161402,278.6663538
137.7332112,137.5208998
279.8962777,267.3007803
291.9625477,278.4442092
258.4518949,242.3488896
264.1423696,253.065063
289.1968341,272.0906778
255.7604357,245.1141314
285.4729004,272.1750239
288.3648706,271.569921
289.5422529,272.9582078
297.5717586,273.3380045
260.8461618,252.1602884
260.1792722,249.3301752
264.5206983,255.4235858
275.2791967,267.8642296
263.2258942,248.6937683
280.534778,269.9001134
284.4086925,269.9030632
283.7242428,273.1546659
243.5751138,239.6287269
290.2246674,274.1028612
294.2964811,274.5602124
205.0880741,225.4521531
253.2215829,240.9527034
294.5591756,274.4018384
252.168268,247.8170945
281.8972734,269.1695815
287.2839276,275.2990983
209.765653,225.4521531
286.660359,260.0591712
249.5774791,244.0405206
282.8159786,270.7203115
258.2571369,242.3727032
251.3695632,243.6349468
252.9718587,256.7682345
297.8457431,276.6191954
283.8697351,268.7520731
282.0301223,269.3900577
255.8104095,245.1566792
271.5847549,257.0975461
288.6246809,274.9990492
284.1791319,269.050898
210.3569074,226.0214237
295.4639677,270.8579606
293.984734,274.7152062
244.0534904,233.0541944
287.8658189,272.1963862
267.8235913,256.3408744
250.3124948,244.707601
253.9975071,245.0529981
286.2597615,274.6578233
288.5905735,272.3954153
275.3683242,265.8658482
283.2710681,267.4457636
290.1427366,276.1379115
287.5879112,270.9462714
210.3429696,226.0205556
255.4865022,243.630349
294.1463449,273.36818
266.2159819,252.6719982
292.9026815,278.3166751
270.9046866,257.9731403
287.8497968,276.040029
245.2162229,242.0092528
248.1992141,241.1986881
267.30067,248.6840185
290.438423,271.5457684
146.7989033,141.6322058
205.146594,225.4602197
290.8884924,258.3822068
286.9371553,272.8194273
278.412266,267.5337168
293.9869366,278.3712718
301.4436517,275.5730354
248.7296303,248.3145339
286.9489451,273.5723768
286.3936888,273.5826714
237.8596342,240.8124867
205.1557998,225.4575308
242.7770029,239.6347022
215.1631582,203.2065266
292.6859304,276.5521874
242.7799043,239.6347022
274.8537927,258.2486483
262.8455117,251.751819
240.9238838,242.2125532
275.9672897,257.5059476
288.8292171,271.3619846
260.7466248,251.8110783
283.2787602,256.230727
295.4030351,274.1707528
299.2613348,275.7193647
252.4335909,245.8431259
254.9965574,242.3510545
290.0389082,274.1031195
277.5594586,264.9057607
288.6550475,274.0914515
246.6185378,240.9525551
286.513244,274.6721586
253.0781762,243.1990434
259.3953735,253.1944954
291.3587622,275.3184955
285.3800341,271.03217
285.0714347,274.8008874
276.9245287,270.8505391
291.1506976,274.5193942
280.5001217,270.9405539
299.8274472,280.8355073
294.481179,276.2770567
302.0251411,278.7735015
267.6296961,255.0998344
278.7898066,255.9182447
283.4032223,274.7897225
260.0560426,249.6461573
111.207968,211.4373166
289.1105136,276.1631033
249.6249041,244.0060236
281.6438002,269.4845112
256.5597767,245.9772241
291.9346796,277.6520824
145.1527294,139.7686668
255.2754569,243.6629482
253.0402953,248.8959332
292.2141969,274.5453843
254.7972312,243.6663568
256.5609105,245.9751405
288.8756937,273.9253519
288.2845213,273.2911347
225.0972387,232.7506033
272.9439269,252.7521919
272.3113867,257.302484
271.5289862,255.9180317
292.441281,275.5282589
280.8912344,266.4815374
249.4675289,240.2817573
249.2362492,255.9792
307.9230785,278.7173335
242.8824796,246.4496356
239.9179376,234.8471332
263.8350874,255.1802918
289.2202979,274.8845776
249.6209309,245.7214924
296.3255679,273.4251584
294.5839824,276.8188403
283.6394395,270.4358259
291.1812484,276.5114197
287.8507389,272.47258
254.6595294,242.2852131
254.9965574,242.3423292
281.2692945,269.2854466
257.9576046,242.3510545
286.9444496,274.1080525
242.8465159,240.1569172
295.0616181,278.3156792
260.0814541,242.7352757
282.9772614,266.0602117
235.2237771,237.0422443
292.759095,277.1130947
281.4469049,269.4035898
282.9627802,266.5868846
137.7332112,137.4808884
290.2060655,276.1348009
293.2317685,275.3729118
285.8253799,268.3407303
146.5813759,140.3458062
254.2219813,245.8923608
292.9561416,273.1442615
270.986743,256.2972472
209.7176552,223.8413954
259.206547,254.7057405
291.0890989,276.3203791
287.6522704,271.8439354
288.6207018,273.6245725
256.1848486,245.3086503
296.5482858,277.6618215
287.9815399,275.9605377
298.6843057,275.4957589
250.5396249,254.5828538
300.8746475,278.5283376
286.5095403,274.4790552
302.1647613,277.6888702
299.7038477,277.442765
291.2058907,275.7874011
289.5160553,272.7386661
261.2437687,249.3447778
260.6970415,255.6776077
254.4157231,245.8840261
291.0242637,278.2500862
280.0434196,264.6468841
145.1527294,139.7914409
290.5731702,277.3322264
260.722013,250.8717657
189.0401961,256.4747953
255.6158328,244.5257846
284.2152214,273.0025827
259.6161045,247.9910115
253.2332117,250.0412397
275.7206389,259.1318488
279.3888078,256.5722942
290.4185986,273.6212483
252.7023195,246.6675759
291.0123139,275.0423701
299.2407566,282.319244
276.2078052,257.9522719
298.0837773,273.9258911
237.7593149,238.8508602
145.6188759,139.5431415
263.4621287,248.0777646
254.1764267,240.7799279
280.7341203,268.4877772
252.4335909,245.8409326
301.0721336,277.4629779
291.5448639,273.3506626
290.8175846,272.5518328
282.2698226,271.0644172
260.4584662,249.6049429
296.3255679,274.5403744
274.1966896,272.0812037
273.9260092,271.1234101
258.4518949,242.3553842
