RMC,CCC,Complexity
32.5,3.624335228,1
11,3.623579045,1
32,3.624491769,1
16.5,3.604599981,1
17.5,3.629960452,1
5.5,3.605890356,1
31.5,3.624813836,1
4.5,3.600872217,1
32,3.624479037,1
13.5,3.638837997,1
17.5,3.628030689,1
26.5,3.624575884,1
16.5,3.625312028,1
22.5,3.624413282,1
7.5,3.631173504,1
29,3.624679356,1
20,3.624099027,1
11.5,3.625039933,1
17,3.624489851,1
11,3.602344421,1
13.5,3.607999918,1
23.5,3.641706879,1
14,3.623741658,1
5,3.594382116,1
23.5,3.624294099,1
32,3.623426064,1
20,3.612569505,1
38,3.625140867,1
11.5,3.624005055,1
32,3.623740019,1
29,3.62363499,1
26,3.623434857,1
25.5,3.623646521,1
32.5,3.623246599,1
19.5,3.624452446,1
8,3.623369778,1
32,3.623038907,1
20.5,3.624226106,1
7.5,3.609885174,1
11,3.612724442,1
28.5,3.615385667,1
23,3.625383634,1
11.5,3.623761799,1
29,3.624051429,1
13.5,3.633707002,1
17.5,3.623437497,1
26,3.624473498,1
32.5,3.625058686,1
22.5,3.623861038,1
11,3.625240239,1
28.5,3.62497747,1
25.5,3.623800792,1
11,3.625007302,1
31.5,3.624152502,1
16.5,3.605793316,1
31.5,3.626884161,1
17,3.624858152,1
26.5,3.623388255,1
26,3.623902639,1
19.5,3.624213947,1
32,3.623728706,1
20,3.63369325,1
23,3.633783718,1
14.5,4.128004205,1
20.5,3.623565384,1
23,3.624169238,1
17.5,3.624001872,1
11,3.62314919,1
26.5,3.62202087,1
26,3.623930181,1
26,3.623326417,1
23,3.624147199,1
26,3.623687433,1
12,3.625317016,1
23,3.624074053,1
13.5,3.620526228,1
31.5,3.623546364,1
31.5,3.623953847,1
29,3.623980042,1
14.5,3.624072626,1
17,3.605019898,1
14,3.624155914,1
32,3.624155787,1
32,3.624760761,1
31.5,3.63035469,1
20.5,3.623574968,1
14,3.610020008,1
17,3.603739782,1
16.5,3.604639443,1
29,3.624539553,1
32.5,3.624242684,1
19.5,3.623594,1
23,3.623516635,1
29,3.623853133,1
11,3.613938052,1
26,3.623599206,1
5.5,4.126742692,1
32,3.614696603,1
14,3.603337276,1
20.5,3.623942789,1
28.5,3.623511247,1
8,3.605685068,1
24,3.624278827,1
28.5,3.614529053,1
32,3.62429727,1
5,3.602456399,1
8,3.607609794,1
5,3.604284891,1
14,3.622529972,1
4.5,3.623377372,1
34.5,3.624584063,1
17,3.62358455,1
13.5,3.628099585,1
23.5,3.625259014,1
13.5,3.623234137,1
8.5,3.624165831,1
17.5,3.643989144,1
29.5,3.623656299,1
35,3.624879569,1
11.5,3.624294473,1
17,3.622726977,1
13.5,3.628967432,1
20,3.624115091,1
29.5,3.62304986,1
26,3.633091757,1
29,3.623721305,1
10.5,3.623329315,1
7.5,3.626079298,1
17,3.62361351,1
14.5,3.622777458,1
29,3.624124738,1
32.5,3.623441115,1
23.5,3.624727493,1
11.5,3.623570115,1
28.5,3.623750967,1
21,3.633509228,1
17.5,3.623605148,1
