CCC,Execution
1.660180405,0.000768472
3.230063507,0.000648101
3.185604786,0.000747929
1.652592541,0.000813571
3.187614961,0.000724657
3.230559202,0.00081713
3.186992603,0.000718845
3.230378876,0.000797912
3.185453871,0.00080153
3.230321089,0.000776914
3.185190906,0.000716235
3.230700955,0.000659272
3.185962413,0.000712162
3.22962807,0.000795539
1.660893532,0.000726872
3.230124576,0.000796587
3.185977725,0.000711766
3.2299322,0.000658244
3.185247051,0.000713427
1.652385826,0.000784645
3.185140161,0.000735137
3.230542438,0.000775867
3.186593525,0.000708682
3.230639672,0.000664947
3.186512286,0.000749333
3.230667447,0.000778041
3.185480931,0.000744706
3.390230122,0.000795599
3.186694061,0.000781146
3.253501158,0.000777409
1.660407076,0.000761888
3.229729327,0.000692014
3.186695941,0.000781284
3.230677897,0.000809063
3.18602733,0.000751962
3.230297368,0.000658046
3.186451628,0.000785179
1.653637955,0.00066724
1.660349604,0.000716571
1.652216822,0.000806473
1.66059986,0.00074613
3.230518453,0.000801372
3.186621732,0.000730708
1.652750028,0.000789489
3.186125189,0.000754394
1.652459171,0.000799612
3.185900562,0.000712893
3.229916273,0.000653163
3.185611105,0.00072353
3.230128649,0.000765941
1.660415119,0.000752714
3.229956922,0.000792989
3.185211049,0.000720703
1.652763256,0.000642387
3.187148878,0.000751765
3.229883496,0.000664907
3.185458961,0.000712379
3.230764901,0.000791704
3.186432942,0.000742037
3.230435809,0.000687131
3.186774637,0.000761927
3.231177225,0.000766119
3.185355579,0.000772367
3.230715757,0.000667458
1.660439256,0.000804536
3.230599699,0.000699765
1.661280229,0.00073049
3.22967388,0.000665461
3.185984498,0.000740594
3.230123265,0.00067853
3.185784776,0.000729679
3.229681507,0.000797655
3.186957379,0.000716848
3.230456241,0.00077385
1.660399057,0.000722028
3.230676348,0.000649861
3.186767693,0.000728078
1.652676557,0.000802677
3.186665485,0.000749689
1.652518628,0.000663147
3.18633084,0.000754493
3.230139777,0.000664492
3.185368261,0.000710619
4.090836883,0.000767721
3.185320467,0.000719022
3.230502749,0.000678708
3.185082685,0.000725251
3.230404116,0.000653855
3.186127917,0.000747613
3.230399702,0.000656524
3.184837084,0.000713941
3.230451485,0.000917433
3.185604815,0.000776914
3.230057635,0.000794768
3.186063914,0.000836902
3.230276988,0.000921901
3.186105948,0.00076602
3.230054079,0.000805327
3.185383375,0.000711094
3.231015298,0.000789667
3.576307577,0.00074953
3.230173893,0.000801609
3.186688087,0.000729976
