CCC,AttackSurface
3.230451485,0.008998357
3.185604815,0.00427529
3.230057635,0.009037891
3.186063914,0.00427529
3.230276988,0.009037891
3.186105948,0.006843911
3.230054079,0.008919288
3.185383375,0.006843911
3.231015298,0.007496133
3.576307577,0.00427529
3.230173893,0.006409124
3.186688087,0.00427529
1.652644662,0.010065805
3.186687608,0.006843911
3.229858583,0.010065805
1.660089112,0.006843911
3.22966519,0.00500618
2.138399214,0.006843911
3.186790514,0.007575193
3.229902622,0.00427529
3.185488334,0.007515898
3.230026307,0.00427529
3.186321743,0.007515898
3.230015571,0.00427529
3.18626762,0.010184413
3.22997484,0.006843911
3.184703674,0.010065805
3.229879792,0.006843911
3.186770316,0.007575193
3.229670885,0.006843911
5.052546453,0.001501105
5.028632836,0.001501105
5.052418089,0.001501105
5.053084906,0.005244009
5.052418089,0.002054552
5.023692649,0.00452509
4.978046428,0.002054552
5.052405329,0.004510113
5.028423628,0.002054552
4.999624336,0.004450205
4.948994217,0.002054552
4.937807009,0.004420252
5.057006037,9.71E-05
5.023954864,0.003521695
4.913089386,0.003521695
5.052167074,0.002054552
4.942913024,0.00452509
5.019838391,0.003521695
5.048878801,0.002054552
5.033987643,0.004510113
5.056825693,0.003521695
4.937475717,0.003521695
5.024475618,0.002054552
5.041381053,0.00452509
5.056990748,0.002054552
4.933147329,0.004510113
5.052414109,0.002054552
4.942627512,0.00452509
4.999983377,0.002054552
4.999963591,0.004450205
5.02825959,0.003521695
5.052054174,0.002054552
5.028326705,0.004510113
5.056864559,0.002054552
5.057115291,0.00452509
5.028624,0.002054552
5.05254147,0.004510113
5.028691135,0.003521695
5.028561198,0.003521695
5.023576585,0.003521695
5.056996997,0.003521695
5.023954864,0.002054552
4.942784032,0.004465182
5.052290789,0.002054552
5.028671292,0.00452509
4.999643014,0.002054552
5.028329147,0.004450205
5.023587347,0.002054552
4.973804392,0.00452509
4.937810156,0.002054552
4.913216466,0.004330391
5.028288211,0.002054552
5.052550372,0.004510113
4.926251165,0.002054552
5.05219302,0.00452509
4.937934017,0.002054552
5.028352501,0.004450205
4.978018206,0.002054552
5.052418879,0.004510113
4.937710756,0.002054552
5.05662298,0.00452509
5.052550706,0.002054552
4.942765023,0.004510113
4.949414334,0.003521695
5.041439206,0.002054552
4.942764356,0.00452509
5.057003489,0.002054552
5.028252691,0.00452509
5.05218348,0.003521695
5.0523672,0.002054552
4.9999847,0.00452509
4.926115749,0.002054552
5.052429604,0.004510113
5.052541653,0.00452509
4.948917829,0.002054552
4.942783905,0.004405275
5.019915503,0.002054552
4.942403603,0.004465182
4.972888223,0.002054552
5.052424409,0.00452509
5.057113722,0.002054552
4.93793691,0.00452509
4.942901581,0.002054552
5.052061588,0.004510113
5.041013575,0.002054552
5.024251045,0.004510113
4.948731826,0.004495136
5.024677512,0.00452509
5.057001032,0.002054552
5.064319123,0.00452509
5.028628188,0.002054552
5.028643109,0.00452509
5.024638834,0.002054552
5.048329905,0.00452509
5.028691135,0.004465182
5.048267856,0.002054552
4.973259635,0.00452509
5.057126159,0.002054552
4.937799555,0.004510113
5.012907459,0.002054552
4.942764166,0.004450205
5.028381108,0.002054552
5.052396609,0.00452509
4.972898187,0.00452509
5.05228848,0.002054552
5.041249905,0.004510113
4.972890872,0.002054552
5.052282677,0.004510113
5.057006037,0.002054552
5.028391106,0.004510113
5.057126311,0.002054552
5.052388345,0.00452509
5.023945478,0.002054552
5.028623144,0.004510113
5.028570065,0.002054552
4.961851154,0.004495136
5.028701422,0.00452509
5.000002763,0.004465182
5.028500475,0.002054552
5.052194721,0.00452509
5.028587282,0.002054552
4.913238321,0.004450205
5.052424166,0.00452509
5.05294157,0.004510113
5.028561304,0.002054552
5.056850445,0.00452509
5.000106371,0.004465182
4.948734968,0.00452509
5.052442577,0.002054552
4.961775332,0.00452509
4.938084898,0.002054552
5.052412286,0.004510113
5.041248807,0.002054552
4.961614136,0.004510113
5.024342561,0.002054552
5.056855125,0.00452509
5.028220808,0.002054552
4.943174413,0.004465182
4.937848429,0.00452509
5.029099902,0.002054552
5.028486869,0.00452509
5.028221566,0.002054552
5.052549977,0.00452509
5.0525446,0.002054552
5.028326705,0.004510113
5.029039918,0.002054552
5.029108498,0.00452509
5.02896667,0.004510113
5.056855125,0.00452509
5.057539702,0.002054552
5.020389673,0.00452509
4.995620444,0.002054552
4.978452585,0.004495136
5.024005039,0.002054552
5.028691135,0.004465182
5.024106794,0.002054552
4.94276388,0.004465182
5.028342213,0.002054552
5.041788122,0.00452509
5.04849033,0.00452509
5.028893767,0.002054552
5.041238536,0.004510113
4.978049261,0.004510113
5.000115787,0.002054552
5.05677744,0.00452509
5.012887613,0.00452509
4.977670679,0.002054552
5.052806462,0.004495136
5.028693119,0.002054552
4.97818046,0.00452509
5.057115291,0.002054552
5.028493228,0.004495136
4.913470914,0.004420252
4.977779291,0.002054552
4.948864577,0.004420252
4.948866957,0.002054552
5.052560307,0.004510113
4.938344621,0.002054552
5.037332793,0.004510113
5.057401773,0.00452509
4.942755488,0.002054552
4.913119,0.004345368
5.057132651,0.004510113
4.999727482,0.002054552
4.942392922,0.004465182
5.052551557,0.002054552
4.937680987,0.00452509
4.942621183,0.002054552
4.926329366,0.004345368
5.052421279,0.002054552
4.937562577,0.004510113
5.02855932,0.002054552
5.023719311,0.004450205
5.056652131,0.002054552
5.006325899,0.004510113
4.961688755,0.002054552
5.040885535,0.004405275
5.028633295,0.002054552
5.023577043,0.004510113
5.028507691,0.004510113
5.023824735,0.002054552
5.056987927,0.004105744
5.05242055,0.004090767
5.056655043,0.004105744
4.961846979,0.004090767
4.996036972,0.004105744
5.057155037,0.004180625
5.057133106,0.004090767
5.056764639,0.004090767
5.05255098,0.00208448
5.028693102,0.004090767
5.024619694,0.004090767
5.01276489,0.004090767
5.012765074,0.004090767
5.008775879,0.006127724
4.937944619,0.004105744
5.052540863,0.003806224
5.052405147,0.002054552
5.052422039,0.00452509
5.013294983,0.002054552
4.942808723,0.004435229
5.05256052,0.004405275
5.052156197,0.002054552
4.942765023,0.004510113
5.057143449,0.002054552
5.028570065,0.004510113
5.052544205,0.002054552
5.041779314,0.004510113
5.056990748,0.002054552
5.024353232,0.004510113
4.938004348,0.002054552
5.033700664,0.004330391
5.02000197,0.002054552
5.057059364,0.0038212
5.048132685,0.002054552
5.024011949,0.004495136
5.024013539,0.002054552
5.028497998,0.004465182
4.926485767,0.004345368
5.023944897,0.002054552
5.057193045,0.004450205
4.937945096,0.002054552
5.028559778,0.004345368
5.028569974,0.002054552
5.041250057,0.004435229
4.937944619,0.00452509
5.028502646,0.002054552
4.978199725,0.004510113
4.973394074,0.002054552
4.938354618,0.004405275
5.052541288,0.004330391
5.028712211,0.002054552
4.926348916,0.004465182
5.056992711,0.002054552
5.052253571,0.00452509
5.052469982,0.002054552
4.926348916,0.004510113
5.012509874,0.002054552
4.937935321,0.004465182
5.052412742,0.004420252
5.0131522,0.004450205
5.052588957,0.002054552
5.056654861,0.00452509
5.052423892,0.004420252
4.942764166,0.002054552
5.057510005,0.004345368
5.02849066,0.002054552
4.978049072,0.004510113
5.028578888,0.004465182
5.023953764,0.002054552
5.024361946,0.004465182
5.024096643,0.002054552
5.057182793,0.004450205
5.057124603,0.002054552
4.978061349,0.004510113
5.024076463,0.002054552
5.028371722,0.004435229
5.024483663,0.004345368
5.023809478,0.002054552
5.052544478,0.004465182
4.938072771,0.00452509
5.056975339,0.002054552
5.056770993,0.00452509
5.028672187,0.002054552
4.978041801,0.004510113
5.056986129,0.004510113
5.052417846,0.002054552
5.023719097,0.004495136
4.999982854,0.004345368
5.057000759,0.002054552
5.052183055,0.004510113
4.97781151,0.002054552
5.02357686,0.004420252
4.973265152,0.002054552
5.041393305,0.004405275
5.052287234,0.002054552
5.056906222,0.004510113
5.041636371,0.002054552
5.048500464,0.004510113
5.048352315,0.004345368
4.973127938,0.004510113
4.913460851,0.004495136
4.977926058,0.002054552
5.028225723,0.003611545
4.961870418,0.00362652
4.97767474,0.002054552
5.041312157,0.00362652
5.052821855,0.002054552
4.937690952,0.00362652
5.041372397,0.002054552
5.023585452,0.004495136
4.913471106,0.004405275
4.977669465,0.00452509
5.057123884,0.002054552
5.028567898,0.004510113
4.973815994,0.004390298
5.019614267,0.004465182
4.913609753,0.004465182
5.04177843,0.004510113
4.972893646,0.004345368
5.028578704,0.002054552
5.052423193,0.004450205
4.937934081,0.004345368
5.052270555,0.004330391
4.942775323,0.002054552
5.041243626,0.004330391
5.012888656,0.002054552
5.000086308,0.004450205
4.978182223,0.004495136
5.057181761,0.002054552
5.028571714,0.004510113
5.028434557,0.002054552
4.942529575,0.004435229
5.012377887,0.004330391
5.057143714,0.00452509
5.037176068,0.002054552
5.052137725,0.004510113
4.942627036,0.00452509
5.052947343,0.00452509
4.942764737,0.00452509
5.024344548,0.002054552
5.052939018,0.00452509
4.942392731,0.002054552
5.028319776,0.004465182
4.926485767,0.002054552
5.02408695,0.004450205
5.023809203,0.002054552
5.057123611,0.00452509
4.937944905,0.002054552
5.000380206,0.004465182
5.028191349,0.002054552
5.02414538,0.004465182
5.024086614,0.002054552
5.052541653,0.00452509
4.913470626,0.002054552
5.02855932,0.004465182
5.023944897,0.002054552
4.927013971,0.004450205
5.05712433,0.002054552
5.028977141,0.004510113
5.012754185,0.002054552
5.023935204,0.004465182
4.942814421,0.004420252
5.052938228,0.002054552
4.973403659,0.004510113
5.023954589,0.002054552
5.057000243,0.004510113
5.057124066,0.002054552
4.93793513,0.004510113
5.056994198,0.002054552
5.023857665,0.004510113
5.057412967,0.002054552
5.052534513,0.00452509
5.033979536,0.004450205
5.057003944,0.002054552
5.057401955,0.004510113
5.056990475,0.004510113
4.978172258,0.004510113
5.028623725,0.002054552
5.05257009,0.004510113
4.942757551,0.002054552
4.942902406,0.004345368
4.937944619,0.002054552
4.943166021,0.004330391
5.052552833,0.00452509
4.973265089,0.004510113
5.041788122,0.004495136
5.057136564,0.002054552
5.052414838,0.00452509
5.041300255,0.002054552
5.041258576,0.00452509
5.056992711,0.004510113
5.052540559,0.002054552
5.048489128,0.00452509
5.053093226,0.002054552
4.978046145,0.004510113
4.937797521,0.002054552
5.052413714,0.00452509
5.052406423,0.002054552
5.03731176,0.00452509
5.05281591,0.00452509
5.052550706,0.002054552
4.938355158,0.00452509
5.052831223,0.002054552
5.028690952,0.004495136
5.025026897,0.002054552
5.052830737,0.004510113
5.056662132,0.002054552
5.028491088,0.004510113
5.056996967,0.002054552
4.942764166,0.00452509
5.04125155,0.004510113
5.052531961,0.002054552
4.942901581,0.004510113
5.023954589,0.002054552
5.041373342,0.004510113
4.913460851,0.002054552
5.023945172,0.004450205
4.977830963,0.002054552
5.057126614,0.004510113
4.978051591,0.002054552
5.028490721,0.004510113
5.056900505,0.002054552
5.056996967,0.00452509
4.938082546,0.002054552
5.019963659,0.004465182
5.041382882,0.00452509
5.012745934,0.002054552
5.040975264,0.00452509
5.028633111,0.00452509
5.057046077,0.002054552
5.052473172,0.00452509
5.028568173,0.002054552
5.056871202,0.004495136
4.926348916,0.002054552
4.937798284,0.004345368
5.052173484,0.004510113
4.97818046,0.002054552
5.02855526,0.00452509
5.056538287,0.002054552
4.948731826,0.00452509
5.062153035,0.00452509
5.056847451,0.00452509
4.948517261,0.002054552
5.052551162,0.004510113
4.942627512,0.002054552
5.028624183,0.00452509
5.056637843,0.004435229
5.028623419,0.002054552
4.961844227,0.004510113
5.052074986,0.002054552
5.052163671,0.004495136
4.937820058,0.002054552
4.973264774,0.004315414
4.937934081,0.002054552
5.052541015,0.004315414
5.028423628,0.002054552
5.057115291,0.004450205
4.93834745,0.002054552
4.942549696,0.004255508
5.052072707,0.002054552
5.052398614,0.004510113
5.052279153,0.002054552
4.93756601,0.004510113
5.028553951,0.002054552
4.973383291,0.004405275
5.02833552,0.002054552
5.024362741,0.004510113
4.913470914,0.002054552
5.052414474,0.00452509
5.02406677,0.002054552
5.028565456,0.004465182
5.052405329,0.002054552
5.028652221,0.00452509
5.056999151,0.002054552
5.056634689,0.004510113
4.942764356,0.002054552
5.028419751,0.004465182
5.0281894,0.002054552
5.052415021,0.004510113
4.824551226,0.004899522
5.057007675,0.002054552
4.938083023,0.004510113
4.977909311,0.002054552
4.937944619,0.004405275
4.948869147,0.002054552
5.057123611,0.00452509
4.937945096,0.004510113
5.023712554,0.002054552
5.023954864,0.004450205
5.056816025,0.002054552
5.052285594,0.004510113
5.028134609,0.002054552
4.968493037,0.004510113
4.973265121,0.002054552
5.041371361,0.00452509
5.041244418,0.004510113
5.056693354,0.002054552
4.937573655,0.00452509
5.052423832,0.002054552
5.041228844,0.00452509
5.056656893,0.002054552
5.019992553,0.00452509
5.056990809,0.002054552
5.056997422,0.004510113
5.00016339,0.002054552
5.000512615,0.004465182
5.052957764,0.004495136
5.028554985,0.004465182
5.05739949,0.002054552
5.028505673,0.00452509
4.942392445,0.002054552
5.056636903,0.002054552
5.052181627,0.00452509
5.041290928,0.002054552
5.052405177,0.004510113
5.056855398,0.002054552
5.024351153,0.00452509
5.052543567,0.002054552
5.040882457,0.004510113
5.05213417,0.002054552
5.052957035,0.00452509
5.052334752,0.002054552
5.057123611,0.00452509
5.012503555,0.002054552
5.056777531,0.00452509
4.913609465,0.00452509
5.056639208,0.00452509
5.024075851,0.002054552
5.05705812,0.004510113
5.028493534,0.002054552
5.028701422,0.00452509
4.942764166,0.004510113
4.942392445,0.002054552
4.942771401,0.004345368
5.052718404,0.004510113
5.052030659,0.002054552
4.97790544,0.00452509
5.02425132,0.002054552
5.037314599,0.00452509
4.977906793,0.004405275
5.056758148,0.004510113
4.977808772,0.002054552
