RMC,CCC,Cyclomatic Complexity
11,3.60243908,1
32,3.624654392,1
23.5,3.616932637,1
26,3.62358646,1
26,3.623844186,1
32,3.623833517,1
16.5,3.623537624,1
29.5,3.623905887,1
23,3.638845946,1
20,3.623283347,1
17,3.625010826,1
31.5,3.623626681,1
26,3.625832374,1
8.5,3.60857326,1
32,3.623646721,1
28.5,3.624661684,1
31.5,3.624035763,1
16.5,3.622601092,1
26,3.624960523,1
20.5,3.623677588,1
29,3.623908286,1
17,3.62383317,1
32,3.623423177,1
26,3.623625994,1
20,3.606879395,1
14.5,3.624000426,1
29,3.624013387,1
17.5,3.624439618,1
32,3.624011101,1
23.5,3.62440181,1
26,3.624048344,1
25.5,3.624135808,1
13.5,3.623231955,1
20.5,3.623788589,1
20,3.623331182,1
14,3.596485437,1
23,3.623281705,1
22.5,3.624334457,1
14.5,3.62386688,1
29,3.624039595,1
23,3.623504334,1
25.5,3.623984241,1
29,3.623896676,1
20.5,3.609892611,1
32,3.630879757,1
23,3.626038396,1
14,3.602722405,1
22.5,3.623428998,1
16.5,3.624001678,1
32,3.623970209,1
4.5,3.601993694,1
17,3.623951721,1
25.5,3.624258193,1
23,3.625617458,1
8,3.624289807,1
17,3.624280502,1
8.5,3.611485054,1
28.5,3.621754567,1
23,3.623474109,1
38,3.624760321,1
35,3.628931033,1
17,3.62139833,1
8,3.611250291,1
20,3.623931509,1
10.5,3.624243108,1
35.5,3.615771442,1
16.5,3.624240673,1
20.5,3.623327118,1
29,3.624235069,1
29.5,3.62326222,1
5,3.603618376,1
8.5,3.608838982,1
32,3.6150106,1
16.5,3.604229272,1
14,3.602576797,1
14,3.623631782,1
23.5,4.143907889,1
29.5,3.627431271,1
10.5,3.623608827,1
29,3.624059173,1
28.5,3.624033094,1
17.5,3.623212585,1
17,3.632832686,1
20.5,3.624097878,1
23,3.623722065,1
7.5,3.623538437,1
25.5,3.623970337,1
32,3.624276775,1
32,3.623706197,1
19.5,3.623442424,1
17,3.624272884,1
17,3.624182444,1
32,3.625090362,1
32.5,3.623447696,1
20,3.623992894,1
8,3.624722769,1
16.5,3.623411554,1
19.5,3.624384346,1
14.5,3.62483588,1
32,3.62322515,1
23,3.624087535,1
25.5,3.624468017,1
14.5,3.601689109,1
17,3.624518237,1
14,3.623504729,1
29,3.633263554,1
17,3.624073951,1
31.5,3.624386074,1
7.5,3.62375064,1
20.5,3.624812708,1
14.5,3.624181065,1
14.5,3.623345762,1
28.5,3.625070949,1
29.5,3.623515026,1
11,3.624094246,1
17,3.615577111,1
11,3.602203978,1
29,3.624400749,1
10.5,3.62343631,1
31.5,3.623673978,1
29.5,3.623498459,1
7.5,3.615301982,1
14.5,3.596574184,1
32,3.62480912,1
5,3.622780134,1
14.5,3.623805104,1
31.5,3.62348518,1
8,3.624369541,1
32,3.623462269,1
29.5,3.624420738,1
20,3.625257177,1
11,3.613357198,1
25.5,3.624041873,1
19.5,3.623569911,1
14,3.623433095,1
14.5,3.624251795,1
13.5,3.624069592,1
29.5,3.623787015,1
20.5,3.623789528,1
14,3.604197274,1
31.5,3.623385482,1
25.5,3.624071226,1
29,3.624059996,1
32.5,3.624266757,1
26,3.624141856,1
32,3.623865181,1
31.5,3.62446349,1
25.5,3.624263432,1
11,3.62319683,1
17.5,3.62367908,1
23,3.624619981,1
20,3.609395398,1
32.5,3.633241338,1
5,3.602374227,1
29,3.623398537,1
16.5,3.623442667,1
31.5,3.623274433,1
26,3.622366298,1
31.5,3.614697562,1
29,3.623137938,1
31.5,3.623768792,1
14.5,3.615009127,1
15,3.623479697,1
14,3.620820594,1
26,3.634452013,1
14.5,3.62346003,1
26,3.623447548,1
23,3.624037237,1
14.5,3.630872592,1
20,3.623624855,1
17,3.623306256,1
23,3.624994614,1
8,3.623352204,1
23.5,3.619636841,1
20,3.624601969,1
4.5,3.601952007,1
31.5,3.624971485,1
32.5,3.624237639,1
26,3.622709682,1
17,3.625165794,1
19.5,3.624049597,1
17,3.623960384,1
26,3.624905197,1
25.5,3.62390594,1
11,3.602486762,1
32.5,3.624409154,1
17,3.623472516,1
26,3.624328882,1
28.5,3.623073462,1
8,3.623720846,1
32,3.624584087,1
17,3.608206189,1
20,3.618929003,1
25.5,3.608407195,1
23,3.624144785,1
31.5,3.615399925,1
29.5,3.623902081,1
29,3.614907883,1
32,3.623667237,1
5,3.603675573,1
23,3.624376171,1
26,3.615588642,1
26,3.623936275,1
32,3.623652602,1
23.5,3.624304586,1
29,3.623147535,1
26.5,3.623986639,1
14,3.619388195,1
10.5,3.623831769,1
29.5,3.624012551,1
11.5,3.623204264,1
32,3.623760133,1
31.5,3.624063345,1
23.5,3.627440448,1
20,3.624232532,1
14,3.623853967,1
22.5,3.623534273,1
22.5,3.63388098,1
19.5,3.624179823,1
22.5,3.624795582,1
20,3.623860938,1
31.5,3.623447314,1
29,3.624010042,1
23,3.624477876,1
17,3.62356603,1
20,3.628455641,1
25.5,3.624373361,1
11,3.623669978,1
20,3.624262741,1
11,3.605678644,1
23,3.62330343,1
26,3.623665234,1
8.5,3.623640726,1
28.5,3.623645232,1
14.5,3.624112826,1
11,3.618120731,1
11,3.615337549,1
7.5,3.62499169,1
20,3.624021239,1
17,3.623986388,1
26,3.633574821,1
20.5,3.624362812,1
11,3.602403198,1
38.5,3.624895548,1
25.5,3.623358289,1
32.5,3.623647215,1
19.5,3.624919301,1
20.5,3.62364752,1
17,3.604918826,1
32,3.623730014,1
17,3.623877742,1
19.5,3.614920235,1
29,3.633553815,1
23,3.624033974,1
23.5,3.623643841,1
10.5,3.614219219,1
29,3.632852047,1
26.5,3.624322381,1
19.5,3.624833189,1
25.5,3.623060377,1
11,3.623830851,1
32.5,3.624174274,1
23,3.624373744,1
17,3.62387459,1
22.5,3.624699808,1
14.5,4.137087658,1
29.5,3.625340217,1
16.5,3.623467888,1
17,3.623578088,1
14,3.622774995,1
31.5,3.624754414,1
29,3.623646183,1
17.5,3.624095932,1
29.5,3.623998166,1
7.5,3.624145527,1
31.5,3.624743064,1
14.5,3.603835468,1
31.5,3.623380639,1
14.5,3.623859514,1
10.5,3.623288485,1
25.5,3.615440203,1
22.5,3.62320941,1
11,3.602438935,1
28.5,3.61530602,1
14,3.615722209,1
14,3.623425474,1
11.5,3.612452199,1
26,3.623460885,1
16.5,3.622177146,1
23,3.623872814,1
23.5,3.624046757,1
23,3.623262947,1
17.5,3.623155232,1
29,3.623256446,1
11,3.623539305,1
14.5,3.605725198,1
10.5,3.602080739,1
29,3.623474144,1
4.5,3.622898617,1
29.5,3.626557226,1
11,3.623448466,1
14,3.624126878,1
4.5,3.595742617,1
11.5,3.627524663,1
32.5,3.62401872,1
23.5,3.624509466,1
17,3.623919159,1
26.5,3.624765369,1
19.5,3.624645695,1
25.5,3.623247476,1
23,3.624372761,1
35.5,3.623429979,1
23.5,3.623331016,1
25.5,3.623963709,1
14,3.624259603,1
23.5,3.624408654,1
10.5,3.601442669,1
8.5,3.623976038,1
16.5,3.621737604,1
23,3.624119176,1
31.5,3.624087368,1
19.5,3.623559099,1
23,3.623992205,1
20,3.623647404,1
25.5,3.632881563,1
25.5,3.623564718,1
16.5,3.623890267,1
29,3.623804064,1
23,3.62420673,1
20,3.624556742,1
20.5,3.612812248,1
11,3.623021941,1
17,3.633574682,1
7.5,3.60353658,1
32,3.624510468,1
28.5,3.624716259,1
31.5,3.623862614,1
16.5,3.623384523,1
29,3.623518409,1
11,3.605089023,1
17,3.623800171,1
20,3.623155568,1
14,3.624600567,1
38,3.623752526,1
29,3.623912576,1
25.5,3.624282835,1
8,3.599962372,1
26,3.614643096,1
17,3.62370541,1
22.5,3.623351108,1
22.5,3.623805625,1
31.5,3.623443129,1
14,3.620122666,1
8,3.624369893,1
8.5,3.618691415,1
20,3.624033182,1
28.5,3.633665935,1
23,3.624524454,1
17.5,3.623943925,1
20,3.623734299,1
14,3.62218883,1
23.5,3.623402848,1
27,3.633213883,1
29,3.630349983,1
29.5,3.623541762,1
17,3.623826324,1
8,3.624243534,1
25.5,3.623528869,1
17,3.624187944,1
11.5,3.623328648,1
26.5,3.624246883,1
20,3.624493563,1
10.5,3.624692867,1
11,3.623503773,1
20,3.624836522,1
17,3.624078358,1
26,3.623957285,1
31.5,3.624649089,1
32.5,3.624277452,1
14.5,3.623354551,1
32.5,3.634102439,1
8,3.607393362,1
14,3.623828152,1
23.5,3.624566166,1
8.5,3.603951669,1
23,3.623454939,1
32,3.624096777,1
20,3.623664392,1
13.5,3.601680136,1
26,3.623862582,1
28.5,3.623242364,1
20,4.143272007,1
28.5,3.638819785,1
14.5,3.618401456,1
30,3.623171143,1
31.5,3.624091558,1
38,3.623633204,1
26.5,3.630504467,1
17,3.603431921,1
13.5,3.623700678,1
16.5,3.623446652,1
26.5,3.616177947,1
11.5,3.623909028,1
20,3.627801486,1
8.5,3.624165079,1
17,3.623707248,1
17.5,3.607447908,1
5.5,3.607376808,1
22.5,3.613620627,1
11.5,3.623712122,1
26,3.622198549,1
22.5,3.623612053,1
32,3.633352714,1
14,3.624072768,1
14.5,3.6023672,1
14,3.624773047,1
25.5,3.623471908,1
23,3.624612333,1
32.5,3.624009336,1
19.5,3.624886772,1
32,3.623599227,1
25.5,3.625036856,1
14,3.634978007,1
14,3.624230432,1
10.5,3.616138649,1
32,3.623647023,1
38,3.623554667,1
32,3.624563033,1
26.5,3.624052148,1
26.5,3.623278544,1
8,3.629693279,1
13.5,3.623431302,1
14,3.624091521,1
5.5,3.631116437,1
8.5,3.623451257,1
29,3.614588004,1
29,3.62345092,1
23,3.62418715,1
13.5,3.624109188,1
23,3.62429252,1
22.5,3.623547255,1
7.5,3.608509547,1
32.5,3.624531973,1
26,3.624215672,1
29,3.624505325,1
23,3.624539475,1
14.5,3.623893724,1
14.5,3.626336119,1
19.5,3.624340962,1
35,3.624030998,1
18,3.623778201,1
32,3.624604019,1
8,3.599836772,1
29,3.624633102,1
31.5,3.627752802,1
11.5,3.602039203,1
10.5,3.62369182,1
29,3.624824598,1
5,3.596799192,1
23,3.624214237,1
28.5,3.623696232,1
26,3.623940505,1
11.5,3.624763371,1
32,3.62317525,1
23,3.623394823,1
26,3.624954962,1
23,3.611067355,1
20.5,3.623572679,1
8.5,3.610542187,1
23,3.623399481,1
16.5,3.62334084,1
26.5,4.142663541,1
11,3.623403663,1
32.5,3.61562055,1
16.5,3.623559946,1
32,3.624346,1
34.5,3.623263808,1
5,3.597664119,1
22.5,3.624554779,1
16.5,3.624215646,1
20,3.624036261,1
32,3.623478358,1
17.5,3.603680524,1
13.5,3.603647787,1
8.5,3.606375603,1
8,3.611725313,1
32,3.632742026,1
23.5,3.61869355,1
14.5,3.624078072,1
11,3.616695104,1
17.5,3.62370821,1
22.5,3.623777962,1
8,3.604616932,1
4.5,3.602886611,1
8,3.623318201,1
31.5,3.625127029,1
25.5,3.614996059,1
7.5,3.599934953,1
11,3.623790644,1
4.5,3.602844907,1
14,3.623646832,1
23.5,3.6302461,1
26,3.623554413,1
26.5,3.62445561,1
14,3.602671204,1
11.5,3.623556852,1
32,3.623811669,1
17,3.624386903,1
32,3.62382965,1
14,3.623932915,1
32,3.624040659,1
23,3.623559456,1
16.5,3.624205524,1
23,3.623940723,1
11.5,3.623955698,1
20,3.614977133,1
14,3.602423605,1
31.5,3.623443025,1
11,3.623034227,1
29,3.623823318,1
5,3.60323445,1
19.5,3.624642236,1
20.5,3.623621607,1
29.5,3.623612274,1
17,3.624688208,1
20,3.624027994,1
11,3.62397139,1
23,3.624870424,1
28.5,3.623564503,1
16.5,3.614953673,1
26,3.623714114,1
16.5,3.603120338,1
14,3.606883277,1
11,3.625186212,1
26,3.624087885,1
17,3.624104916,1
11,3.618935147,1
25.5,3.622640391,1
7.5,3.623835621,1
14.5,3.602737156,1
32.5,3.623855116,1
23.5,3.696040934,1
32,3.624384253,1
14,3.627289972,1
17,3.615355009,1
20.5,3.595771446,1
32,3.624267939,1
20,3.613934013,1
17,3.603852264,1
20.5,3.612151458,1
26.5,3.624865555,1
16.5,3.626416156,1
29,3.627628805,1
32.5,3.624212588,1
23,3.624271255,1
16.5,3.603906105,1
10.5,3.615562481,1
14.5,3.604177437,1
25.5,3.6233837,1
11.5,3.623386935,1
29,3.624034029,1
26,3.622083039,1
32,3.623889427,1
23.5,3.624214917,1
11,3.624065955,1
26.5,3.624352459,1
14,3.623483183,1
25.5,3.623913726,1
23,3.624110994,1
35,3.624311074,1
29.5,3.628154198,1
8,3.610381651,1
32,3.623789922,1
7.5,3.6005114,1
22.5,3.624130918,1
17.5,3.62286784,1
32,3.623625348,1
11,3.62428612,1
5.5,3.606702535,1
23,3.623858199,1
13.5,3.602015933,1
29,3.624387256,1
20.5,3.623379372,1
26.5,3.623754522,1
14,3.624814712,1
20,3.623464399,1
20,3.623231224,1
26.5,3.62319198,1
23,3.624130481,1
23,3.623572568,1
26,3.623956051,1
17,3.623953013,1
28.5,3.623471159,1
23,3.623815501,1
20,3.623955057,1
26,3.621167977,1
10.5,3.615123857,1
26,3.623376955,1
11,3.604000366,1
14,3.623824325,1
29,3.623704167,1
23,3.62321128,1
14.5,3.633445066,1
23,3.623944976,1
7.5,3.623534109,1
23.5,3.624941133,1
11.5,3.623545701,1
19.5,3.623820555,1
8,3.603268525,1
26,3.618154934,1
11.5,3.623134997,1
16.5,3.623985525,1
8,3.606676313,1
11,3.624643444,1
8.5,3.606205356,1
19.5,3.623337623,1
19.5,3.607581133,1
20.5,3.62432356,1
26,3.627671866,1
23,3.624498014,1
11,3.62316956,1
29,3.623289892,1
4.5,3.590882785,1
28.5,3.624195097,1
14,3.621657261,1
26.5,3.623646014,1
32.5,3.634680197,1
23,3.616857403,1
28.5,3.633618912,1
19.5,3.639509437,1
17.5,3.623910423,1
32.5,3.62463508,1
29,3.630723047,1
20.5,3.623588342,1
23,3.624443897,1
11.5,3.624829423,1
32,3.623213168,1
26,3.624691179,1
23.5,3.623742908,1
32,3.623228001,1
32,3.624308883,1
32,3.624340957,1
11,3.624044044,1
7.5,3.600099314,1
32,3.632601239,1
10.5,3.623392468,1
26,3.624395171,1
17,3.623393979,1
23,3.623980986,1
11,3.612055268,1
11,3.624846035,1
19.5,3.604119452,1
26.5,3.6239506,1
20,3.62413199,1
23,3.623392592,1
26,3.623378449,1
13.5,3.605475676,1
31.5,3.623591627,1
20,3.623977112,1
5.5,3.605062628,1
11,3.600810259,1
20,3.623841983,1
25.5,3.623514106,1
29.5,3.623624001,1
26,3.62450039,1
22.5,3.632453387,1
23.5,3.623323969,1
7.5,3.624215509,1
32,3.623488396,1
11,3.624106317,1
11,3.604008119,1
14,3.60384939,1
13.5,3.623749297,1
14.5,3.624308327,1
28.5,3.633074261,1
14.5,3.624772486,1
19.5,3.625140005,1
19.5,3.615145106,1
26,3.624654822,1
22.5,3.624086366,1
29.5,3.624091407,1
11,3.630445905,1
28.5,3.624195751,1
23,3.624050344,1
5,3.623363939,1
14.5,3.624226355,1
7.5,3.593087563,1
20,3.625020749,1
17,3.624749579,1
32,3.62462234,1
16.5,3.62460752,1
35.5,3.623584692,1
5.5,3.680738222,1
31.5,3.623933084,1
17.5,3.603852104,1
26.5,3.623815758,1
20.5,3.633481916,1
26.5,3.623675769,1
26,3.624020707,1
34.5,3.632948184,1
20.5,3.62413742,1
31.5,3.623538949,1
4.5,3.592220612,1
32.5,3.623649335,1
28.5,3.623702884,1
14.5,3.616109804,1
29.5,3.623801375,1
25.5,3.62442696,1
20.5,3.608430506,1
32,3.624444619,1
23.5,4.142405418,1
32,3.623139811,1
5.5,3.59944705,1
32,3.62454531,1
32,3.623226925,1
28.5,3.624241132,1
17,3.623218112,1
23,3.623253966,1
20,3.624226297,1
26.5,3.622999026,1
23.5,3.619497265,1
11.5,3.623626239,1
14,3.624254395,1
26,3.624222065,1
26.5,3.623313321,1
26,3.623944435,1
26,3.620425024,1
29,3.623743852,1
26,3.629356634,1
17,3.623556734,1
25.5,3.615802693,1
25.5,3.624969769,1
31.5,3.624200637,1
31.5,3.624288847,1
29,3.624424813,1
23,3.623168861,1
8.5,3.611720864,1
22.5,3.624872281,1
40.5,3.623973491,1
32.5,3.624352159,1
17,3.624177131,1
22.5,3.623098723,1
31.5,3.627873852,1
32,3.624081494,1
32,3.623745843,1
23,3.625435132,1
29,3.624640906,1
11,3.624458534,1
17,3.602257245,1
26,3.62376574,1
10.5,3.618058982,1
26.5,3.624217153,1
14.5,3.624005925,1
14,3.623528143,1
29.5,3.623924075,1
17,3.623518507,1
29.5,3.624048487,1
23,3.623949604,1
23.5,3.623392472,1
8,3.617605074,1
14,3.623037335,1
20,3.623309531,1
13.5,3.618940724,1
19.5,3.632938125,1
32,3.627045144,1
11,3.623859076,1
14,3.624199333,1
20.5,3.611873048,1
29.5,3.623514653,1
25.5,3.624458161,1
17.5,3.624279264,1
23,3.623604705,1
20,3.624028075,1
14,3.624509016,1
20,3.624023803,1
31.5,3.624813667,1
11,3.612773523,1
11,3.624308141,1
10.5,3.626026091,1
11.5,3.620182298,1
11.5,3.617853508,1
17.5,3.589291714,1
29,3.623293151,1
29,4.14361441,1
29.5,3.624072467,1
23,3.617246271,1
11.5,3.624170577,1
14,3.624711758,1
13.5,3.604524501,1
23,3.623802933,1
23,3.623758961,1
19.5,3.623773951,1
20.5,3.624610789,1
16.5,3.623750834,1
11.5,3.623269431,1
29,3.623522503,1
14.5,3.622848889,1
32,3.627452239,1
17,3.623328577,1
10.5,3.601482472,1
14,3.623210089,1
31.5,3.624253139,1
11,3.597436845,1
26,3.623788441,1
11,3.622466802,1
26.5,3.633267536,1
17.5,3.623952389,1
8,3.6238877,1
26,3.623828423,1
14,3.624200335,1
14.5,3.624566275,1
16.5,3.622486032,1
20,3.623568464,1
31.5,3.624124811,1
35.5,3.623811135,1
32.5,3.623525547,1
26.5,3.624457799,1
16.5,3.603288554,1
32.5,3.623463511,1
17.5,3.623433678,1
26,3.623380302,1
29.5,3.615132938,1
26.5,3.624030599,1
20.5,3.62465022,1
14.5,3.62341195,1
20,3.623506753,1
32,3.623092323,1
26.5,3.624653295,1
14,3.624361761,1
7.5,3.604579959,1
28.5,3.623846724,1
13.5,3.623890264,1
20,3.623158348,1
13.5,3.598739421,1
14,3.623171902,1
26,3.621762643,1
11,3.602840729,1
23,3.6243654,1
26.5,3.615297367,1
23,3.613705873,1
11,3.624628723,1
15,3.623601399,1
17,3.623273601,1
29,3.623698674,1
29.5,3.624324115,1
17.5,3.623302499,1
20.5,3.623988249,1
29,3.623254181,1
26,4.14332715,1
16.5,3.614578774,1
8,3.623741085,1
14.5,3.623299229,1
32,3.623798734,1
31.5,3.624568561,1
8.5,3.623265855,1
10.5,3.623308499,1
26,3.623504525,1
17,3.602675341,1
14,3.621342147,1
17.5,3.624100461,1
29.5,3.623397434,1
14,3.623693384,1
17,3.614824501,1
10.5,3.60227461,1
22.5,3.624079816,1
32,3.624573034,1
16.5,3.624914029,1
23.5,3.624194769,1
11,3.604424262,1
32,3.623277607,1
31.5,3.624021172,1
8,3.623260737,1
29,3.623217428,1
19.5,3.623816897,1
35,3.638801828,1
32,3.615066106,1
14.5,3.625057463,1
26,3.624447697,1
20,3.623532504,1
32,3.624459467,1
32.5,3.62345144,1
16.5,3.602462536,1
14,3.624271169,1
14,3.624900181,1
20,3.624037343,1
16.5,3.624040821,1
32.5,3.623188021,1
35,3.623497249,1
14,3.621817128,1
23.5,3.624202848,1
32,3.624109948,1
29,3.623585944,1
11,3.623565886,1
23,3.629656197,1
14,3.623968716,1
20.5,3.623306764,1
16.5,3.604264499,1
14,3.620161247,1
32,3.624602517,1
31.5,3.623560474,1
17,3.62475982,1
25.5,3.623637098,1
32.5,3.623398889,1
29.5,3.623563585,1
32,3.62392796,1
8,3.604927301,1
26,3.638972065,1
20,3.623963023,1
25.5,3.624384551,1
11,3.602347211,1
13.5,3.630811568,1
10.5,3.633025067,1
23.5,3.623685521,1
23,3.622945608,1
26,3.615173009,1
25.5,3.633031268,1
32.5,3.62408499,1
19.5,3.624364813,1
20,3.623829692,1
26,3.623583086,1
20,3.624805743,1
23.5,3.623787084,1
16.5,3.624496134,1
23,4.143913254,1
16.5,3.602396258,1
16.5,3.616244026,1
10.5,3.6241227,1
14,3.623656562,1
28.5,3.623720408,1
23,3.623742766,1
23,3.623264036,1
29.5,3.624128232,1
8,3.608565418,1
19.5,3.608117282,1
14,3.609665357,1
14,3.624748292,1
32.5,3.623521169,1
25.5,3.624461176,1
29,3.623681795,1
25.5,3.623065755,1
16.5,3.623368947,1
14,3.619979736,1
17.5,3.614980364,1
5.5,3.603086367,1
17,3.62366911,1
28.5,3.623478592,1
26,3.623678929,1
19.5,3.623721099,1
20,4.14354183,1
32,3.623335206,1
29,3.615633578,1
28.5,3.624376555,1
14,3.623847527,1
17,3.623019821,1
8.5,3.594664112,1
23.5,3.623964878,1
20,3.623797398,1
7.5,3.623450583,1
29.5,3.624775692,1
31.5,3.623510543,1
7.5,3.608924914,1
11,3.623214566,1
19.5,3.623879045,1
8,3.605847543,1
20,3.623692788,1
32,3.623577834,1
32,3.624333304,1
26,3.623135597,1
28.5,3.737409075,1
23,3.624672245,1
23,3.624212926,1
25.5,3.624184209,1
11.5,3.602790215,1
25.5,3.624420958,1
8.5,3.62670142,1
14,3.624130444,1
31.5,3.623424587,1
23,3.624454854,1
11,3.603436766,1
11,3.623279692,1
10.5,3.617058823,1
26.5,3.623848984,1
8,3.608558835,1
19.5,3.616499756,1
32.5,3.624462622,1
17,3.614889377,1
17,3.640273511,1
23.5,3.623430092,1
25.5,3.615230073,1
11,3.639656487,1
17,3.624383309,1
22.5,3.614743937,1
29,3.623592094,1
29,3.624521206,1
14,3.603390835,1
31.5,3.623767299,1
26,3.623459563,1
14,3.623890862,1
25.5,3.623791366,1
23,3.623739572,1
11.5,3.602323091,1
13.5,3.624251396,1
14,3.623633455,1
32.5,3.623700051,1
31.5,3.624549324,1
10.5,3.62336011,1
14,3.624101776,1
14,3.624247996,1
32,3.624125895,1
14,3.623945026,1
14,3.623408571,1
25.5,3.623688859,1
29.5,3.623678501,1
34.5,3.623450854,1
14,3.623607544,1
26.5,3.623767276,1
32,3.623676737,1
8,3.623707041,1
23,3.62426872,1
20,3.62812698,1
26.5,3.628184056,1
11.5,3.624158918,1
29,3.623931298,1
14,3.623565782,1
26,3.623451759,1
20,3.624214675,1
17.5,3.603913863,1
29,3.62472947,1
20,3.624346326,1
26.5,3.623535683,1
20,3.624067961,1
8.5,3.604013565,1
20,3.609909286,1
8,3.602548325,1
13.5,3.623859077,1
26,3.624460831,1
28.5,3.63882554,1
34.5,3.62377749,1
17,3.633347697,1
35.5,3.628776553,1
32,3.624118162,1
23,3.623798818,1
32,3.624011104,1
32,4.142690027,1
10.5,3.62383003,1
32,3.624335196,1
8.5,3.602486892,1
25.5,3.624975458,1
25.5,3.62387044,1
11,3.613368112,1
11.5,3.601935476,1
19.5,3.624128223,1
22.5,3.611965166,1
38,3.623984486,1
17.5,3.624809725,1
20,3.627554957,1
5.5,3.62386495,1
25.5,3.62452587,1
20.5,3.623218796,1
31.5,3.624314786,1
22.5,3.623805133,1
14,3.620382713,1
25.5,3.633471056,1
32.5,3.623387111,1
29.5,3.624004858,1
17.5,3.601539467,1
13.5,3.624392467,1
17,3.603285627,1
32,3.624104731,1
17.5,3.632481921,1
20,3.624186179,1
29,3.623398712,1
8.5,3.623251304,1
23.5,3.624006614,1
32.5,3.623867017,1
28.5,3.623202139,1
29,3.623620539,1
5,3.604465286,1
20.5,3.624100796,1
11,3.623675788,1
35,3.62343242,1
14,3.623351844,1
32,3.624523975,1
8,3.623961066,1
14.5,3.628025673,1
29,3.633486396,1
21,3.624433762,1
28.5,3.623559693,1
7.5,3.623236676,1
14.5,3.623956124,1
20,3.624577769,1
17,4.131702882,1
17,3.624599635,1
31.5,3.623715663,1
11,3.603269082,1
8.5,3.623288777,1
14,3.623917938,1
29,3.623313291,1
11,3.623835065,1
26.5,3.624385361,1
19.5,3.624321272,1
8,3.605092916,1
29,3.624517198,1
26.5,3.623153579,1
32,3.624293058,1
20,3.608119014,1
23,3.623271073,1
11,3.602503145,1
32,3.623918868,1
10.5,3.601797736,1
10.5,3.615470946,1
20.5,3.623348203,1
34.5,3.615598641,1
20,3.615470753,1
14,3.623858458,1
28.5,3.623323944,1
31.5,3.623726555,1
29,3.624497379,1
16.5,3.623804157,1
16.5,3.633147826,1
13.5,3.62353107,1
14.5,3.613564683,1
17,3.615735569,1
19.5,3.624178594,1
17,3.606337889,1
17.5,3.605302127,1
26.5,3.62430188,1
19.5,3.623535238,1
20,3.623443128,1
14,3.602874274,1
20,3.608209607,1
7.5,3.604938361,1
13.5,3.601538604,1
8,3.60844202,1
17,3.624593512,1
14,3.624917772,1
29,3.62363667,1
14.5,3.625206184,1
11,3.624606127,1
8,3.624378496,1
17,3.624413253,1
19.5,3.623186685,1
41,3.624961658,1
22.5,3.611317882,1
26.5,3.624106689,1
8,3.623661223,1
22.5,3.623987876,1
17,3.62400218,1
14.5,3.633411099,1
32,3.62349499,1
13.5,3.623561892,1
23,3.623973397,1
32,3.625347511,1
11,3.601629156,1
8,3.624566246,1
25.5,3.623382827,1
14,3.623473327,1
20,3.623453996,1
14,3.615136414,1
11.5,3.623344809,1
23,3.614943971,1
11.5,3.622932228,1
32,3.623737103,1
23,3.624625103,1
11,3.623351504,1
20,3.623251183,1
29,3.623481827,1
32.5,3.62470764,1
11.5,3.630452352,1
23,3.624542173,1
10.5,3.62346681,1
17,3.588249578,1
29,3.624098212,1
20,3.623374022,1
32,3.623453006,1
22.5,3.624303204,1
4.5,3.602034372,1
23,3.63252423,1
28.5,3.624191766,1
11.5,3.613773774,1
20,3.624291415,1
5,3.603695807,1
26,3.624071931,1
26,3.624507393,1
29,3.624205658,1
23.5,3.624550802,1
14,3.623931849,1
29,3.623666808,1
17,3.623050911,1
26.5,3.633972073,1
17,3.624189278,1
32,3.623733598,1
29,3.625390011,1
32.5,3.623569691,1
14,3.623580988,1
28.5,3.631640245,1
29.5,3.623897786,1
29.5,3.623583956,1
32,3.624469265,1
32,3.623780862,1
26,3.623599477,1
17,3.624117203,1
14,3.623202225,1
32.5,3.62363185,1
32.5,3.624008458,1
11,3.602781965,1
20,3.623471048,1
13.5,3.623507789,1
32,3.624127064,1
7.5,3.623690363,1
32,3.623854328,1
32,3.623820766,1
19.5,3.623385087,1
26,3.614745334,1
19.5,3.6317868,1
29,3.623305592,1
8,3.610842645,1
20,3.62353828,1
25.5,3.62416769,1
31.5,3.624400756,1
7.5,3.623665014,1
5.5,3.604275919,1
35,3.624080861,1
19.5,3.62392553,1
8,3.600343256,1
20.5,3.6245399,1
20,3.623967681,1
20,3.624561272,1
32,3.632978319,1
22.5,3.624373351,1
26,3.622340263,1
22.5,3.623254939,1
22.5,3.62411658,1
17,3.62457859,1
19.5,3.623357457,1
20,3.624395796,1
17,3.624884887,1
23,3.625080962,1
23.5,3.618982732,1
16.5,3.623929798,1
11,3.623521102,1
16.5,3.624136099,1
16.5,3.623587571,1
25.5,3.623416799,1
17,3.623440899,1
14,3.622142508,1
29.5,3.623598426,1
20,3.624697102,1
14,3.623545127,1
23,3.624085181,1
16.5,3.623728918,1
23.5,3.624092838,1
29,3.624640934,1
22.5,3.624430309,1
32,3.624037929,1
10.5,3.612928862,1
14.5,3.624556498,1
25.5,3.621548539,1
14,3.624509172,1
32,3.623740534,1
23,3.624385179,1
25.5,3.624791686,1
20.5,3.623925157,1
17.5,3.623351683,1
14,3.623841065,1
8,3.623263842,1
16.5,3.623476031,1
14,3.623759617,1
23,3.623397734,1
20.5,3.623378561,1
29,3.624650132,1
13.5,3.623874271,1
23,3.633072577,1
11,3.613286825,1
