RMC,CCC,Cyclomatic Complexity
16,2.732134097,1
27.5,2.741957406,1
7.5,2.822656968,1
25,2.743129271,1
28,2.733517438,1
25,2.742743619,1
28,2.742955105,1
7.5,2.822210132,1
4.5,2.822393494,1
6.5,2.822446985,1
10,2.822656968,1
16.5,2.73350053,1
16,2.731494156,1
4,2.821035819,1
28,2.741519507,1
10,2.73311637,1
6.5,2.822656968,1
22.5,2.733517438,1
15.5,2.822709215,1
7.5,2.822498486,1
4.5,2.82281545,1
3.5,2.822551976,1
21.5,2.733709518,1
10,2.732296321,1
4.5,2.821035819,1
4,2.821035819,1
27.5,2.733517438,1
4,2.821035819,1
4,2.820825836,1
4,2.82111419,1
4,2.821035819,1
4.5,2.822446985,1
22,2.733616946,1
4.5,2.822420115,1
22,2.743019791,1
25.5,2.742845625,1
19.5,2.733328334,1
30.5,2.74309444,1
16,2.732639659,1
4.5,2.822420115,1
22.5,2.733126312,1
6.5,2.822498486,1
2.333333333,5.253904037,1
2.333333333,5.108477267,1
1.833333333,5.476929064,1
4.833333333,5.820795162,1
4.333333333,5.74044023,1
5.333333333,5.792576246,1
3.833333333,5.352817459,1
4.333333333,1.185656028,1
1.833333333,5.384662889,1
3.333333333,5.348482906,1
2.833333333,5.794122068,1
3.833333333,5.344849245,1
2.833333333,5.32767141,1
3.333333333,5.080072064,1
1.833333333,5.564286823,1
1.833333333,2.741086935,1
3.833333333,5.661730386,1
3.833333333,5.605678803,1
1.833333333,5.0912182,1
3.833333333,5.695788442,1
2.833333333,4.874039691,1
4.333333333,5.812491546,1
3.333333333,4.802330822,1
3.333333333,5.540892407,1
3.333333333,5.745381622,1
2.333333333,5.698617598,1
2.833333333,5.173948494,1
3.833333333,5.58184886,1
1.833333333,4.977230987,1
2.833333333,5.730478099,1
3.833333333,5.759198344,1
3.333333333,5.478686914,1
2.833333333,5.618973888,1
2.833333333,2.901710956,1
1.833333333,5.09917545,1
4.833333333,5.800971677,1
2.333333333,5.392486851,1
4.333333333,5.824938768,1
2.833333333,4.772644712,1
4.333333333,5.704435226,1
2.833333333,4.782334497,1
4.333333333,5.950241825,1
3.333333333,5.739229519,1
1.833333333,2.741086935,1
2.833333333,5.196171766,1
2.333333333,3.824632711,1
4.333333333,5.725008964,1
1.833333333,2.741086935,1
2.833333333,5.19090924,1
4.333333333,5.691095197,1
2.833333333,5.540160456,1
3.833333333,5.550619244,1
1.833333333,5.236929611,1
1.333333333,4.076510568,1
2.333333333,3.753394531,1
3.833333333,5.722812994,1
4.333333333,5.763254296,1
1.333333333,4.4631916,1
1.333333333,3.508384407,1
2.333333333,5.628044223,1
3.833333333,5.587647548,1
3.333333333,4.664245487,1
2.833333333,4.862291759,1
3.333333333,5.138430687,1
2.333333333,5.157576332,1
2.333333333,5.178280816,1
3.833333333,5.588000553,1
3.333333333,5.597018498,1
3.833333333,5.582094185,1
3.333333333,4.801685592,1
2.833333333,5.736899863,1
3.333333333,5.404880245,1
2.333333333,2.742391814,1
2.833333333,5.244638759,1
3.833333333,5.347512968,1
4.333333333,5.738974948,1
4.333333333,5.954079431,1
3.333333333,5.736389832,1
2.833333333,5.552008891,1
2.333333333,5.523213803,1
3.833333333,5.853729018,1
3.333333333,5.727230673,1
1.333333333,4.069055311,1
3.833333333,5.910542576,1
3.833333333,4.877139363,1
1.833333333,4.89412511,1
2.333333333,5.208810788,1
3.833333333,5.811536374,1
4.333333333,5.899485058,1
3.833333333,5.757524199,1
1.333333333,4.171551068,1
4.833333333,4.313911305,1
4.833333333,5.635820522,1
2.333333333,5.641069858,1
3.333333333,5.524046633,1
2.833333333,5.590418312,1
1.833333333,5.031070934,1
2.833333333,5.286651809,1
4.833333333,5.537412252,1
2.333333333,5.070856439,1
2.833333333,3.185125667,1
3.833333333,5.682260431,1
2.833333333,5.658865116,1
3.333333333,5.792597179,1
3.333333333,5.805492772,1
2.333333333,5.445575556,1
3.333333333,5.35437107,1
3.833333333,5.65346855,1
3.833333333,5.825631393,1
3.333333333,5.582550566,1
1.833333333,5.606431549,1
4.333333333,5.595935846,1
1.833333333,5.016791066,1
1.833333333,2.741086935,1
2.833333333,5.194897104,1
1.833333333,5.13793887,1
4.333333333,5.650575552,1
1.333333333,4.135416297,1
4.333333333,4.305180598,1
4.333333333,5.936466847,1
3.333333333,5.680345213,1
3.833333333,5.832248181,1
3.333333333,5.604825767,1
3.333333333,5.769410139,1
2.333333333,4.843843039,1
3.333333333,5.712557122,1
4.833333333,5.678380976,1
2.833333333,2.884907766,1
3.333333333,5.150978245,1
2.333333333,5.238329063,1
1.833333333,5.088695693,1
3.333333333,5.85422534,1
3.333333333,5.601278677,1
1.833333333,5.032931147,1
3.833333333,5.571245495,1
3.833333333,5.268738901,1
3.333333333,5.757378085,1
2.833333333,5.658391289,1
2.833333333,4.902300623,1
1.833333333,5.032946536,1
2.833333333,5.164537154,1
1.833333333,4.969066463,1
2.333333333,5.522686501,1
3.333333333,5.424582645,1
1.333333333,4.135844599,1
3.833333333,4.243592194,1
3.333333333,5.397051321,1
4.833333333,5.402724691,1
5.833333333,5.772245898,1
2.833333333,5.477504764,1
2.333333333,5.309557592,1
3.333333333,5.306172489,1
4.333333333,5.208453344,1
1.333333333,5.039424822,1
2.333333333,5.035918949,1
2.833333333,5.739254154,1
2.833333333,5.201091138,1
1.833333333,2.741067793,1
1.833333333,2.741086935,1
4.333333333,5.693760944,1
3.833333333,5.645324763,1
1.833333333,5.161856431,1
1.333333333,4.866420373,1
1.833333333,5.094691815,1
4.333333333,5.476130832,1
3.333333333,5.626959895,1
4.833333333,5.118117282,1
2.833333333,4.945166963,1
1.833333333,5.362072862,1
3.833333333,5.744683918,1
2.833333333,5.743888696,1
2.333333333,4.93933428,1
3.833333333,5.704372333,1
2.333333333,5.152170101,1
3.833333333,5.806475525,1
2.333333333,5.861441227,1
2.333333333,5.656744501,1
2.833333333,5.589597093,1
3.333333333,5.281750165,1
1.333333333,4.891047466,1
3.833333333,5.36698417,1
2.833333333,5.547301975,1
4.333333333,5.859635998,1
2.333333333,4.614996471,1
2.833333333,5.65060357,1
3.833333333,5.917805075,1
3.833333333,5.776383173,1
3.333333333,4.887856397,1
4.333333333,5.602643218,1
2.833333333,5.346759964,1
3.333333333,5.582550779,1
3.333333333,4.861064704,1
3.833333333,5.531096732,1
3.833333333,5.843410555,1
4.333333333,5.955344803,1
2.833333333,4.62924047,1
4.833333333,6.019098326,1
3.333333333,5.536774757,1
3.833333333,5.222396492,1
3.833333333,5.815885657,1
4.833333333,5.629931167,1
3.833333333,5.739820436,1
4.833333333,5.728580478,1
1.333333333,4.861023305,1
4.333333333,5.846478757,1
4.333333333,5.850781751,1
3.333333333,5.796558806,1
2.333333333,3.824073859,1
4.333333333,5.980889934,1
3.833333333,5.772938314,1
3.333333333,5.303814681,1
4.333333333,5.929811541,1
1.333333333,5.320646477,1
2.833333333,4.86935388,1
4.333333333,5.755796819,1
3.333333333,4.341193027,1
3.833333333,5.861024214,1
2.333333333,2.867505104,1
3.833333333,5.214162414,1
3.833333333,5.834740391,1
2.833333333,5.710633702,1
2.833333333,5.676574231,1
2.833333333,5.139137993,1
3.333333333,5.631212302,1
2.833333333,5.506416646,1
2.833333333,5.746383216,1
3.333333333,5.626691945,1
2.833333333,5.56980284,1
4.833333333,5.854973936,1
4.333333333,5.777618424,1
3.833333333,4.0914741,1
2.333333333,5.211687976,1
4.333333333,5.759971019,1
4.333333333,5.079990735,1
1.333333333,5.114254515,1
2.333333333,5.538964854,1
2.333333333,5.204507198,1
1.833333333,4.876831812,1
3.333333333,5.405955047,1
4.833333333,5.758421742,1
1.333333333,4.885902987,1
3.833333333,5.812300474,1
4.333333333,5.895758251,1
4.833333333,5.678365259,1
2.333333333,5.06432668,1
3.333333333,5.691520528,1
3.333333333,2.923417905,1
4.333333333,5.763257642,1
3.333333333,5.556886417,1
3.833333333,5.8229434,1
1.333333333,5.112974936,1
2.333333333,5.168581062,1
3.833333333,5.594420114,1
4.833333333,5.953037365,1
1.333333333,4.81383622,1
4.333333333,5.36508861,1
3.833333333,5.746600534,1
2.333333333,5.68532119,1
2.333333333,5.095168342,1
4.833333333,6.006570864,1
4.333333333,5.35584745,1
3.333333333,5.558490339,1
4.833333333,5.782577804,1
3.833333333,5.757888869,1
2.833333333,4.802563667,1
5.333333333,5.827755321,1
3.833333333,5.543682552,1
2.833333333,5.708225429,1
3.333333333,5.267215799,1
1.333333333,5.116771756,1
3.333333333,5.199859282,1
4.333333333,5.912230864,1
3.333333333,5.650546973,1
3.333333333,5.341759783,1
3.333333333,4.01929291,1
2.833333333,5.180229083,1
3.333333333,5.729309544,1
1.833333333,2.741057486,1
4.333333333,5.685408329,1
3.333333333,5.779303977,1
1.333333333,5.11681969,1
1.333333333,4.827257741,1
3.333333333,4.796356566,1
1.333333333,5.106911911,1
3.833333333,5.498321142,1
3.333333333,5.727572976,1
3.333333333,4.303488571,1
3.833333333,5.809009654,1
4.333333333,5.8622347,1
3.833333333,5.89939725,1
3.833333333,5.189059823,1
2.833333333,5.603355291,1
2.333333333,5.303806863,1
4.333333333,5.895766403,1
2.333333333,5.109195376,1
2.833333333,5.5523174,1
2.833333333,5.606382696,1
2.833333333,4.982833428,1
2.333333333,5.2407545,1
3.833333333,5.700986587,1
3.333333333,5.560198087,1
3.833333333,5.852702847,1
1.333333333,5.106866984,1
4.333333333,5.740817065,1
2.333333333,5.027344834,1
1.833333333,5.004623478,1
1.333333333,5.116771756,1
1.833333333,5.061145208,1
3.833333333,4.372193898,1
2.333333333,5.005236599,1
1.833333333,4.94907307,1
2.833333333,5.652004848,1
2.833333333,5.71408045,1
4.833333333,5.865185496,1
2.333333333,5.162469542,1
3.833333333,5.175184696,1
3.333333333,4.301567487,1
3.833333333,5.823282233,1
4.333333333,5.543256401,1
3.333333333,4.623498602,1
1.333333333,4.4631916,1
2.833333333,5.711285432,1
1.833333333,5.14763536,1
4.833333333,5.325464782,1
2.833333333,5.567678002,1
3.833333333,5.555964887,1
1.833333333,5.036827972,1
3.833333333,5.668908893,1
2.333333333,5.697087683,1
3.333333333,5.103192467,1
2.833333333,5.66874466,1
1.833333333,5.144868809,1
3.333333333,5.304147043,1
3.833333333,5.721540737,1
3.333333333,3.657622958,1
1.833333333,5.181262617,1
4.833333333,5.924248602,1
4.333333333,5.879747941,1
1.333333333,5.113492148,1
2.333333333,3.432569544,1
2.833333333,3.89064932,1
4.333333333,5.606457415,1
1.833333333,4.876692885,1
4.333333333,5.712672057,1
3.333333333,5.707202563,1
3.333333333,5.77037313,1
3.833333333,5.647155583,1
2.333333333,4.924689414,1
2.333333333,5.213585054,1
1.833333333,5.095911512,1
3.833333333,5.632796168,1
3.833333333,5.571350238,1
2.333333333,5.281262857,1
2.833333333,5.240510136,1
4.833333333,5.632913975,1
2.333333333,5.272444554,1
1.333333333,4.072246607,1
2.833333333,5.219725869,1
3.833333333,5.957668897,1
4.333333333,5.445846738,1
4.333333333,5.965273908,1
3.833333333,5.409521172,1
4.333333333,5.809866497,1
4.833333333,5.95218321,1
4.333333333,5.6813017,1
3.333333333,5.527440034,1
4.833333333,5.761288893,1
2.333333333,5.695795194,1
4.333333333,5.86222969,1
4.833333333,5.870849236,1
1.833333333,5.395285448,1
2.333333333,5.478228709,1
1.333333333,5.106866984,1
2.833333333,5.149570207,1
3.333333333,5.77671008,1
2.333333333,5.603304781,1
3.333333333,4.677836178,1
2.833333333,5.545037104,1
3.833333333,5.909526868,1
3.833333333,5.702796071,1
2.666666667,5.296273912,1
2.833333333,2.884915885,1
3.333333333,4.995787297,1
4.333333333,5.94266516,1
2.833333333,2.901713648,1
2.833333333,4.931788203,1
3.833333333,5.659934921,1
1.333333333,5.113540081,1
4.333333333,5.722776103,1
2.833333333,5.621900055,1
3.333333333,5.850855604,1
3.333333333,4.957327471,1
3.833333333,5.76678964,1
3.833333333,5.645294596,1
1.833333333,5.234028304,1
4.333333333,5.611466994,1
1.333333333,4.472074437,1
4.333333333,5.849239168,1
2.333333333,5.123390822,1
4.833333333,5.769800188,1
4.333333333,5.739149176,1
2.333333333,4.69725532,1
4.333333333,5.716991489,1
2.833333333,5.779920207,1
2.333333333,4.943798854,1
2.333333333,2.831491161,1
3.333333333,5.626239315,1
1.333333333,4.100632745,1
3.833333333,5.880047904,1
2.333333333,5.577057729,1
2.333333333,5.527511674,1
1.833333333,2.741067793,1
1.833333333,5.026035808,1
3.833333333,5.619652171,1
3.333333333,5.324760223,1
3.833333333,5.616591039,1
2.333333333,5.094266961,1
3.833333333,5.652124856,1
1.833333333,2.741056013,1
2.833333333,5.693734883,1
2.333333333,4.165318088,1
2.833333333,5.452796221,1
3.333333333,5.512675165,1
2.333333333,5.245974488,1
1.833333333,5.0369528,1
3.333333333,4.968602418,1
3.833333333,5.648797592,1
1.833333333,5.095546048,1
2.833333333,5.626226302,1
2.333333333,5.531937526,1
1.833333333,5.231713013,1
3.333333333,5.559375873,1
1.833333333,5.218787115,1
3.833333333,5.813932951,1
3.333333333,5.225761301,1
3.333333333,5.217352831,1
1.833333333,5.088148997,1
2.333333333,5.178831014,1
2.833333333,5.710494168,1
3.333333333,2.923412738,1
3.833333333,5.55119129,1
3.333333333,5.551371307,1
2.833333333,5.321650373,1
2.333333333,5.28006407,1
2.333333333,5.156297503,1
1.333333333,4.472041085,1
3.333333333,5.828570433,1
1.333333333,4.885902987,1
2.333333333,4.844095685,1
3.833333333,5.849413714,1
3.833333333,5.558979623,1
2.833333333,5.567001109,1
2.833333333,5.173957943,1
4.833333333,6.029298842,1
3.166666667,4.953335409,1
4.833333333,5.856899851,1
3.333333333,5.24916754,1
4.833333333,5.991625971,1
3.333333333,5.5219921,1
3.833333333,5.643345834,1
2.833333333,5.699201468,1
3.333333333,5.68957854,1
1.833333333,2.74107221,1
3.333333333,5.529464352,1
4.333333333,5.676173947,1
3.833333333,5.716893032,1
3.333333333,5.515977981,1
4.333333333,5.706410278,1
3.333333333,5.594652742,1
2.333333333,5.458139565,1
3.833333333,5.921360695,1
3.833333333,5.555061647,1
4.833333333,5.989051046,1
1.333333333,5.106866984,1
3.333333333,5.78081271,1
2.333333333,5.249185605,1
4.333333333,5.590190665,1
2.333333333,5.606322481,1
1.833333333,5.088562297,1
2.833333333,5.128653324,1
4.333333333,5.869555969,1
4.333333333,5.587851047,1
2.333333333,5.312028398,1
3.333333333,5.853311641,1
1.833333333,5.058518271,1
2.333333333,5.316042056,1
3.333333333,5.815408787,1
3.333333333,5.822957645,1
4.833333333,6.008608043,1
4.833333333,5.742316703,1
1.833333333,4.915854031,1
3.333333333,5.234721182,1
2.833333333,5.738564865,1
2.833333333,5.619262253,1
3.333333333,5.260803239,1
2.833333333,5.693535415,1
4.333333333,5.672961546,1
1.833333333,5.541291008,1
3.833333333,5.855427236,1
1.333333333,4.067582452,1
0.666666667,5.215832069,1
3.833333333,5.891103446,1
2.333333333,5.45396715,1
3.833333333,5.592465619,1
3.833333333,5.662528083,1
2.333333333,5.445571875,1
4.833333333,5.812530336,1
3.333333333,5.51887494,1
2.833333333,5.583473894,1
2.833333333,5.406013906,1
3.333333333,5.737380002,1
1.833333333,5.147824741,1
3.833333333,5.737516642,1
3.333333333,5.654385579,1
3.833333333,5.668594103,1
3.833333333,5.675339728,1
3.833333333,5.613151228,1
4.833333333,5.818281915,1
3.333333333,5.87608378,1
3.833333333,5.719870653,1
4.833333333,5.657271198,1
1.833333333,5.384505539,1
3.333333333,5.431219275,1
2.333333333,4.645879416,1
4.333333333,5.810712313,1
3.833333333,5.571409409,1
2.833333333,5.2623003,1
2.333333333,5.241520244,1
3.833333333,5.961498885,1
2.833333333,4.822657382,1
3.333333333,5.822873581,1
3.333333333,5.554088238,1
3.833333333,5.684308191,1
2.333333333,5.380800645,1
3.333333333,5.146683803,1
3.333333333,5.694624095,1
2.333333333,5.064169088,1
1.333333333,5.047938485,1
1.833333333,5.037059414,1
1.333333333,4.162725644,1
3.333333333,5.500445043,1
1.333333333,4.180333261,1
2.833333333,5.461241395,1
1.833333333,4.917826257,1
4.333333333,5.675893876,1
1.833333333,4.978244332,1
1.333333333,5.11676875,1
4.833333333,5.767274909,1
1.833333333,5.384578144,1
2.333333333,5.064940247,1
4.333333333,5.473966797,1
3.833333333,5.549501653,1
3.833333333,5.541370613,1
4.333333333,5.862216886,1
3.333333333,5.513726119,1
3.333333333,5.233083474,1
3.333333333,5.867915562,1
2.333333333,2.831716854,1
3.333333333,5.859672506,1
2.333333333,3.780954445,1
3.333333333,5.405051017,1
1.333333333,4.808823302,1
2.333333333,3.551047871,1
4.333333333,5.811466904,1
2.333333333,5.562005276,1
2.833333333,4.992756466,1
4.333333333,5.736308738,1
3.833333333,5.649482792,1
4.333333333,5.797160656,1
2.833333333,5.531742344,1
4.333333333,5.661191478,1
4.333333333,5.670428006,1
3.833333333,5.514881771,1
2.333333333,5.249959265,1
3.333333333,5.411567729,1
2.833333333,5.426229558,1
1.833333333,5.100374605,1
3.833333333,5.508137562,1
1.833333333,4.964152087,1
3.833333333,5.557227926,1
3.833333333,5.604394397,1
2.333333333,4.686826489,1
1.333333333,4.813884159,1
2.333333333,5.284737825,1
1.333333333,4.4631916,1
1.833333333,5.583692028,1
2.333333333,5.559102745,1
4.333333333,5.382704586,1
4.833333333,5.820968947,1
4.666666667,5.961667063,1
2.333333333,5.552086432,1
3.833333333,5.707820063,1
1.833333333,4.940188618,1
3.333333333,5.70394535,1
4.333333333,5.735335348,1
4.333333333,5.908120954,1
2.833333333,5.211836297,1
4.333333333,5.763255969,1
3.833333333,5.73031033,1
1.833333333,5.067653496,1
4.833333333,5.945469638,1
2.833333333,5.521496976,1
3.833333333,5.535903567,1
3.833333333,5.71866414,1
1.833333333,5.160220721,1
1.333333333,4.161597731,1
1.333333333,4.854884404,1
4.333333333,6.010250595,1
3.833333333,5.603534129,1
3.833333333,5.511591377,1
2.833333333,5.806616243,1
3.833333333,5.720501196,1
1.833333333,5.181273883,1
2.833333333,5.281221558,1
2.833333333,5.348683567,1
2.833333333,5.703760559,1
1.833333333,4.963513082,1
2.833333333,5.622427772,1
3.333333333,5.72450381,1
2.833333333,5.160228924,1
1.833333333,4.864381197,1
1.333333333,5.04787552,1
2.333333333,5.616535302,1
1.833333333,5.161856431,1
3.333333333,5.381893139,1
1.333333333,4.14491724,1
3.833333333,6.029940387,1
3.333333333,5.154522795,1
1.333333333,4.4631916,1
1.333333333,4.80470879,1
1.333333333,5.15174309,1
4.333333333,5.915025616,1
2.833333333,5.66375758,1
3.833333333,5.291064659,1
3.333333333,5.776710654,1
3.833333333,5.329694135,1
2.333333333,2.742398868,1
3.833333333,5.872939419,1
3.833333333,5.737521211,1
2.333333333,5.659344343,1
3.833333333,5.230859578,1
3.833333333,5.552801179,1
3.833333333,5.554288538,1
2.333333333,4.943663832,1
2.333333333,2.867495227,1
3.833333333,5.625666008,1
3.333333333,5.862351441,1
3.333333333,5.683921521,1
5.333333333,5.797578559,1
3.333333333,5.247928858,1
4.333333333,5.98603144,1
1.833333333,4.854409912,1
2.333333333,5.022959374,1
1.333333333,5.116490168,1
2.333333333,5.666773911,1
3.833333333,4.899906969,1
4.833333333,5.965022007,1
4.333333333,5.870344497,1
1.833333333,4.858728018,1
3.833333333,5.772945715,1
3.833333333,5.825319852,1
3.833333333,5.900992018,1
4.833333333,5.799729031,1
3.333333333,5.454823662,1
2.833333333,5.167325303,1
4.333333333,5.459158913,1
3.833333333,5.316104584,1
3.833333333,5.698364252,1
3.833333333,5.861024214,1
3.833333333,5.629831176,1
4.333333333,5.920542502,1
4.333333333,5.925029229,1
4.833333333,5.983308038,1
4.833333333,5.95407997,1
2.833333333,5.524394668,1
2.833333333,4.753206581,1
3.833333333,5.718667005,1
1.833333333,5.234227734,1
2.833333333,5.296207656,1
3.833333333,5.666648669,1
1.333333333,5.114254515,1
4.333333333,5.970192056,1
1.333333333,4.462923893,1
3.333333333,5.864066879,1
4.333333333,5.773630831,1
2.833333333,5.341537077,1
4.333333333,5.667036284,1
3.833333333,4.364476064,1
1.333333333,4.171644006,1
4.333333333,5.867408018,1
3.333333333,3.237798298,1
4.833333333,5.646335593,1
3.833333333,5.918567703,1
2.333333333,3.433851743,1
1.833333333,5.384578144,1
3.833333333,5.182173674,1
4.333333333,5.830968318,1
2.833333333,5.011051564,1
4.333333333,4.964556618,1
2.833333333,5.767906706,1
1.833333333,5.098952157,1
4.833333333,5.717121536,1
3.333333333,2.939828309,1
4.833333333,5.596600612,1
3.833333333,5.579779741,1
5.833333333,5.986171982,1
2.833333333,5.655972921,1
3.833333333,4.872756649,1
3.833333333,5.923400051,1
2.833333333,5.681984996,1
4.833333333,5.699901921,1
3.833333333,5.818733754,1
1.833333333,2.74107221,1
3.833333333,5.536349714,1
3.333333333,5.772993994,1
1.333333333,5.11681969,1
3.333333333,5.228253832,1
3.833333333,5.719866083,1
2.333333333,5.062423425,1
4.333333333,5.645697583,1
2.833333333,5.703130939,1
3.833333333,5.726668958,1
4.333333333,5.884974127,1
1.833333333,5.161856431,1
2.333333333,5.149746773,1
3.333333333,5.234527736,1
3.333333333,5.446499375,1
2.833333333,5.208309407,1
3.833333333,5.549689611,1
3.833333333,5.625870727,1
3.833333333,5.612310886,1
1.333333333,4.824492166,1
4.333333333,5.739694087,1
4.333333333,5.820551089,1
1.333333333,4.067582452,1
1.833333333,5.013323806,1
4.333333333,5.825962327,1
2.333333333,4.991450001,1
3.833333333,5.575975932,1
4.333333333,5.681929812,1
1.333333333,4.159356931,1
2.833333333,5.671867631,1
1.833333333,4.941483716,1
3.333333333,5.594525754,1
1.333333333,5.112930008,1
1.833333333,4.977383232,1
2.833333333,5.007340714,1
3.833333333,5.891103446,1
2.833333333,5.615224564,1
2.833333333,5.57941623,1
2.333333333,5.063423258,1
2.333333333,5.374816805,1
3.333333333,5.708739288,1
2.833333333,5.620115743,1
1.333333333,4.170793928,1
3.833333333,5.843496019,1
3.333333333,5.815408787,1
3.333333333,4.831508552,1
3.333333333,5.694057563,1
2.833333333,5.300134248,1
2.333333333,4.954890822,1
2.333333333,5.025532918,1
2.833333333,5.660669511,1
3.833333333,5.707821782,1
3.333333333,5.448098002,1
2.333333333,5.603304781,1
3.333333333,5.739239255,1
2.833333333,5.688032584,1
1.333333333,4.17052019,1
1.833333333,5.05839589,1
3.833333333,5.818573303,1
3.833333333,5.267645445,1
3.833333333,5.793015476,1
3.333333333,5.360045763,1
2.833333333,5.695061127,1
1.833333333,4.854251825,1
3.333333333,4.912676881,1
2.833333333,5.289509608,1
3.333333333,5.74393987,1
2.833333333,2.917126392,1
1.333333333,4.068726457,1
4.333333333,5.755618507,1
3.833333333,5.675831655,1
2.833333333,5.508375797,1
3.833333333,5.814154384,1
4.833333333,5.960764693,1
2.833333333,4.923884383,1
4.333333333,5.67554626,1
3.833333333,5.66461086,1
2.333333333,4.709964876,1
1.333333333,4.068907259,1
1.333333333,4.808823302,1
4.333333333,4.255484467,1
5.333333333,5.786746559,1
1.333333333,4.808880285,1
3.833333333,5.437567572,1
3.333333333,5.202820727,1
2.833333333,4.769800896,1
3.333333333,5.461148654,1
2.833333333,5.712236035,1
1.833333333,5.159834047,1
4.333333333,5.604184822,1
