CCC,Execution
5.907720511,0.004785167
4.955392412,0.003940698
5.950178723,0.005115475
5.665627922,0.004882491
5.975695831,0.004969488
5.926996273,0.004958379
5.75879035,0.004795963
5.726075609,0.00459975
5.170974418,0.004123455
5.158227101,0.00442998
5.037059414,0.003979189
5.755828789,0.004750117
5.539879155,0.004028008
2.88492671,0.004202629
5.746455596,0.004453294
5.158100367,0.004283524
5.733071677,0.004384916
5.058860735,0.004004068
5.622059515,0.004403849
5.13895564,0.00441089
5.012100135,0.004110155
5.45539677,0.004291034
5.528097882,0.004587545
5.744683918,0.004653888
5.00116902,0.004585824
5.754874106,0.004728837
5.917374248,0.004476608
5.464228204,0.004428571
